date,title,artist,peak_pos,rank,weeks
1958-01-22,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-01-22,Midnight,Paul Anka,76.0,76.0,1.0
1958-01-22,Happy Years,The Diamonds,77.0,77.0,1.0
1958-01-22,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-01-22,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-01-22,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-01-22,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-01-22,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-01-22,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-01-22,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-01-22,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-01-22,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-01-22,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-01-22,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-01-22,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-01-22,Stay,The Ames Brothers,90.0,90.0,1.0
1958-01-22,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-01-22,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-01-22,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-01-22,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-01-22,Little Mary,Fats Domino,95.0,95.0,1.0
1958-01-22,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-01-22,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-01-22,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-01-22,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-01-22,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-01-29,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-01-29,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-01-29,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-01-29,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-01-29,When,Kalin Twins,5.0,5.0,1.0
1958-01-29,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-01-29,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-01-29,My True Love,Jack Scott,8.0,8.0,1.0
1958-01-29,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-01-29,Fever,Peggy Lee,10.0,10.0,1.0
1958-01-29,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-01-29,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-01-29,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-01-29,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-01-29,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-01-29,One Summer Night,The Danleers,16.0,16.0,1.0
1958-01-29,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-01-29,Little Star,The Elegants,18.0,18.0,1.0
1958-01-29,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-01-29,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-01-29,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-01-29,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-01-29,Western Movies,The Olympics,23.0,23.0,1.0
1958-01-29,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-01-29,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-01-29,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-01-29,Think It Over,The Crickets,27.0,27.0,1.0
1958-01-29,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-01-29,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-01-29,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-01-29,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-01-29,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-01-29,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-01-29,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-01-29,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-01-29,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-01-29,Moon Talk,Perry Como,37.0,37.0,1.0
1958-01-29,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-01-29,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-01-29,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-01-29,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-01-29,You Cheated,The Slades,42.0,42.0,1.0
1958-01-29,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-01-29,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-01-29,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-01-29,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-01-29,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-01-29,Return To Me,Dean Martin,48.0,48.0,1.0
1958-01-29,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-01-29,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-01-29,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-01-29,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-01-29,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-01-29,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-01-29,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-01-29,Leroy,Jack Scott,56.0,56.0,1.0
1958-01-29,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-01-29,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-01-29,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-01-29,Over And Over,Bobby Day,60.0,60.0,1.0
1958-01-29,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-01-29,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-01-29,Padre,Toni Arden,63.0,63.0,1.0
1958-01-29,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-01-29,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-01-29,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-01-29,Big Man,The Four Preps,67.0,67.0,1.0
1958-01-29,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-01-29,Op,The Honeycones,69.0,69.0,1.0
1958-01-29,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-01-29,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-01-29,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-01-29,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-01-29,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-01-29,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-01-29,Midnight,Paul Anka,76.0,76.0,1.0
1958-01-29,Happy Years,The Diamonds,77.0,77.0,1.0
1958-01-29,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-01-29,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-01-29,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-01-29,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-01-29,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-01-29,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-01-29,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-01-29,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-01-29,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-01-29,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-01-29,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-01-29,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-01-29,Stay,The Ames Brothers,90.0,90.0,1.0
1958-01-29,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-01-29,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-01-29,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-01-29,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-01-29,Little Mary,Fats Domino,95.0,95.0,1.0
1958-01-29,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-01-29,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-01-29,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-01-29,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-01-29,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-02-05,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-02-05,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-02-05,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-02-05,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-02-05,When,Kalin Twins,5.0,5.0,1.0
1958-02-05,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-02-05,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-02-05,My True Love,Jack Scott,8.0,8.0,1.0
1958-02-05,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-02-05,Fever,Peggy Lee,10.0,10.0,1.0
1958-02-05,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-02-05,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-02-05,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-02-05,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-02-05,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-02-05,One Summer Night,The Danleers,16.0,16.0,1.0
1958-02-05,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-02-05,Little Star,The Elegants,18.0,18.0,1.0
1958-02-05,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-02-05,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-02-05,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-02-05,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-02-05,Western Movies,The Olympics,23.0,23.0,1.0
1958-02-05,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-02-05,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-02-05,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-02-05,Think It Over,The Crickets,27.0,27.0,1.0
1958-02-05,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-02-05,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-02-05,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-02-05,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-02-05,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-02-05,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-02-05,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-02-05,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-02-05,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-02-05,Moon Talk,Perry Como,37.0,37.0,1.0
1958-02-05,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-02-05,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-02-05,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-02-05,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-02-05,You Cheated,The Slades,42.0,42.0,1.0
1958-02-05,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-02-05,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-02-05,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-02-05,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-02-05,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-02-05,Return To Me,Dean Martin,48.0,48.0,1.0
1958-02-05,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-02-05,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-02-05,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-02-05,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-02-05,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-02-05,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-02-05,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-02-05,Leroy,Jack Scott,56.0,56.0,1.0
1958-02-05,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-02-05,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-02-05,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-02-05,Over And Over,Bobby Day,60.0,60.0,1.0
1958-02-05,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-02-05,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-02-05,Padre,Toni Arden,63.0,63.0,1.0
1958-02-05,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-02-05,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-02-05,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-02-05,Big Man,The Four Preps,67.0,67.0,1.0
1958-02-05,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-02-05,Op,The Honeycones,69.0,69.0,1.0
1958-02-05,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-02-05,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-02-05,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-02-05,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-02-05,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-02-05,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-02-05,Midnight,Paul Anka,76.0,76.0,1.0
1958-02-05,Happy Years,The Diamonds,77.0,77.0,1.0
1958-02-05,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-02-05,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-02-05,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-02-05,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-02-05,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-02-05,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-02-05,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-02-05,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-02-05,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-02-05,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-02-05,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-02-05,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-02-05,Stay,The Ames Brothers,90.0,90.0,1.0
1958-02-05,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-02-05,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-02-05,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-02-05,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-02-05,Little Mary,Fats Domino,95.0,95.0,1.0
1958-02-05,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-02-05,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-02-05,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-02-05,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-02-05,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-02-12,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-02-12,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-02-12,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-02-12,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-02-12,When,Kalin Twins,5.0,5.0,1.0
1958-02-12,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-02-12,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-02-12,My True Love,Jack Scott,8.0,8.0,1.0
1958-02-12,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-02-12,Fever,Peggy Lee,10.0,10.0,1.0
1958-02-12,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-02-12,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-02-12,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-02-12,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-02-12,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-02-12,One Summer Night,The Danleers,16.0,16.0,1.0
1958-02-12,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-02-12,Little Star,The Elegants,18.0,18.0,1.0
1958-02-12,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-02-12,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-02-12,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-02-12,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-02-12,Western Movies,The Olympics,23.0,23.0,1.0
1958-02-12,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-02-12,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-02-12,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-02-12,Think It Over,The Crickets,27.0,27.0,1.0
1958-02-12,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-02-12,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-02-12,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-02-12,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-02-12,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-02-12,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-02-12,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-02-12,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-02-12,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-02-12,Moon Talk,Perry Como,37.0,37.0,1.0
1958-02-12,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-02-12,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-02-12,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-02-12,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-02-12,You Cheated,The Slades,42.0,42.0,1.0
1958-02-12,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-02-12,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-02-12,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-02-12,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-02-12,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-02-12,Return To Me,Dean Martin,48.0,48.0,1.0
1958-02-12,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-02-12,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-02-12,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-02-12,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-02-12,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-02-12,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-02-12,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-02-12,Leroy,Jack Scott,56.0,56.0,1.0
1958-02-12,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-02-12,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-02-12,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-02-12,Over And Over,Bobby Day,60.0,60.0,1.0
1958-02-12,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-02-12,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-02-12,Padre,Toni Arden,63.0,63.0,1.0
1958-02-12,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-02-12,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-02-12,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-02-12,Big Man,The Four Preps,67.0,67.0,1.0
1958-02-12,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-02-12,Op,The Honeycones,69.0,69.0,1.0
1958-02-12,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-02-12,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-02-12,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-02-12,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-02-12,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-02-12,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-02-12,Midnight,Paul Anka,76.0,76.0,1.0
1958-02-12,Happy Years,The Diamonds,77.0,77.0,1.0
1958-02-12,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-02-12,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-02-12,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-02-12,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-02-12,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-02-12,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-02-12,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-02-12,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-02-12,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-02-12,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-02-12,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-02-12,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-02-12,Stay,The Ames Brothers,90.0,90.0,1.0
1958-02-12,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-02-12,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-02-12,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-02-12,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-02-12,Little Mary,Fats Domino,95.0,95.0,1.0
1958-02-12,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-02-12,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-02-12,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-02-12,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-02-12,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-02-19,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-02-19,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-02-19,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-02-19,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-02-19,When,Kalin Twins,5.0,5.0,1.0
1958-02-19,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-02-19,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-02-19,My True Love,Jack Scott,8.0,8.0,1.0
1958-02-19,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-02-19,Fever,Peggy Lee,10.0,10.0,1.0
1958-02-19,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-02-19,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-02-19,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-02-19,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-02-19,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-02-19,One Summer Night,The Danleers,16.0,16.0,1.0
1958-02-19,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-02-19,Little Star,The Elegants,18.0,18.0,1.0
1958-02-19,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-02-19,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-02-19,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-02-19,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-02-19,Western Movies,The Olympics,23.0,23.0,1.0
1958-02-19,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-02-19,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-02-19,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-02-19,Think It Over,The Crickets,27.0,27.0,1.0
1958-02-19,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-02-19,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-02-19,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-02-19,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-02-19,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-02-19,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-02-19,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-02-19,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-02-19,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-02-19,Moon Talk,Perry Como,37.0,37.0,1.0
1958-02-19,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-02-19,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-02-19,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-02-19,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-02-19,You Cheated,The Slades,42.0,42.0,1.0
1958-02-19,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-02-19,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-02-19,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-02-19,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-02-19,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-02-19,Return To Me,Dean Martin,48.0,48.0,1.0
1958-02-19,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
