title,title_spotify,artist,album,colab,id,release_date,peak_rank,peak_date,peak_year,lustrum,weeks,sp_popularity,tempo,duration,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,before_1964,release_year
Honky Tonk Women,Honky Tonk Women,The Rolling Stones,Forty Licks,N,,2023-07-26,,,1969,1965-1969,,67.0,120.37,181.39578,7.0,1.0,0.548,0.778,-6.367,0.0551,0.279,0.0247,0.0484,0.969,False,2023
Crystal Blue Persuasion,Crystal Blue Persuasion,Tommy James & The Shondells,Crimson & Clover,N,,1968-01-01,,,1969,1965-1969,,53.0,98.554,242.32,9.0,1.0,0.621,0.341,-11.447,0.049,0.102,7.78e-05,0.0652,0.578,False,1968
One,One - Single Version,Three Dog Night,Three Dog Night,N,,1968-01-01,,,1969,1965-1969,,51.0,61.226,185.82668,5.0,0.0,0.55,0.409,-12.702,0.0321,0.312,0.0,0.096,0.405,False,1968
Bridge Over Troubled Water,Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled Water,N,,1970-01-26,,,1970,1970-1974,,68.0,79.764,293.12,3.0,1.0,0.149,0.206,-13.888,0.0323,0.822,0.000649,0.115,0.264,False,1970
Let It Be,Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),N,,1970-05-08,,,1970,1970-1974,,78.0,143.462,243.02667,0.0,1.0,0.443,0.403,-8.339,0.0322,0.631,0.0,0.111,0.41,False,1970
I Want You Back,I Want You Back,The Jackson 5,Diana Ross Presents The Jackson 5,N,,1969-12-18,,,1970,1970-1974,,77.0,196.606,176.33333,8.0,1.0,0.469,0.538,-13.559,0.0575,0.305,0.000114,0.37,0.885,False,1969
My Sweet Lord,My Sweet Lord (2014 Remaster),George Harrison,All Things Must Pass (2014 Remaster),N,,1970-11-20,,,1971,1970-1974,,73.0,120.981,281.23184,1.0,0.0,0.54,0.688,-9.021,0.0331,0.0812,0.0,0.0857,0.564,False,1970
Imagine,Imagine - Remastered 2010,John Lennon,Imagine,N,,1971-09-09,,,1971,1970-1974,,76.0,75.752,187.86667,0.0,1.0,0.547,0.257,-12.358,0.0252,0.907,0.183,0.0935,0.169,False,1971
Lean on Me,Lean on Me,Bill Withers,Still Bill,N,,1972-05-01,,,1972,1970-1974,,69.0,75.143,258.8346,0.0,1.0,0.619,0.22,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,False,1972
Tumbling Dice,Tumbling Dice,The Rolling Stones,Exile On Main Street (2010 Re-Mastered),N,,1972-05-12,,,1972,1970-1974,,62.0,111.017,226.33333,11.0,1.0,0.616,0.91,-4.248,0.0347,0.5,0.504,0.281,0.77,False,1972
War,War,Edwin Starr,War And Peace,N,,1970-01-01,,,1973,1970-1974,,59.0,109.333,200.26666,1.0,1.0,0.59,0.671,-12.484,0.154,0.0939,0.0,0.248,0.736,False,1970
Tie a Yellow Ribbon Round the Ole Oak Tree,Tie A Yellow Ribbon 'Round The Ole Oak Tree (made popular by Tony Orlando and Dawn) [backing version],Party Tyme,Pop Male Hits 9 - Party Tyme - Backing Versions,N,,2024-04-26,,,1973,1970-1974,,0.0,171.835,201.17497,5.0,1.0,0.616,0.732,-8.669,0.0453,0.149,0.00997,0.394,0.488,False,2024
Angie,Angie - Remastered 2009,The Rolling Stones,Goats Head Soup - Remastered 2009,N,,1973-08-31,,,1973,1970-1974,,71.0,136.302,272.0,9.0,0.0,0.429,0.554,-6.128,0.0291,0.67,0.000152,0.105,0.407,False,1973
Half-Breed,Half-Breed,Cher,Half-Breed,N,,1973-01-01,,,1973,1970-1974,,42.0,102.704,167.53333,9.0,0.0,0.646,0.467,-12.678,0.0325,0.524,0.0,0.329,0.877,False,1973
The Streak,The Streak,Ray Stevens,Boogity Boogity,N,,1974-01-01,,,1974,1970-1974,,40.0,119.692,197.73334,0.0,1.0,0.687,0.523,-14.245,0.278,0.641,0.0,0.902,0.779,False,1974
Kung Fu Fighting,Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,N,,1974-01-01,,,1974,1970-1974,,71.0,102.288,197.93591,2.0,1.0,0.621,0.764,-8.702,0.0578,0.146,4.97e-05,0.161,0.745,False,1974
Saturday Night,Saturday Night,Bay City Rollers,Shang-A-Lang,N,,1993-05-14,,,1974,1970-1974,,47.0,136.821,174.4,7.0,1.0,0.514,0.681,-10.026,0.065,0.199,0.0356,0.0745,0.913,False,1993
Bohemian Rhapsody,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (Deluxe Remastered Version),N,,1975-11-21,,,1975,1975-1979,,71.0,143.879,354.32,0.0,0.0,0.391,0.402,-9.961,0.0539,0.289,0.0,0.243,0.228,False,1975
One of These Nights,One of These Nights - 2013 Remaster,Eagles,One of These Nights (2013 Remaster),N,,1975-06-10,,,1975,1975-1979,,73.0,110.061,291.68576,7.0,1.0,0.655,0.606,-10.385,0.0285,0.0603,0.0789,0.0757,0.765,False,1975
Fame,Fame - 2016 Remaster,David Bowie,Young Americans (2016 Remaster),N,,1975-03-07,,,1975,1975-1979,,60.0,95.1,261.37332,10.0,1.0,0.786,0.555,-10.276,0.0471,0.454,0.0173,0.0826,0.673,False,1975
Moody Blue,Moody Blue,Elvis Presley,Moody Blue,N,,1977-07-19,,,1976,1975-1979,,57.0,135.29,169.32,0.0,1.0,0.643,0.729,-10.231,0.0297,0.674,7.99e-06,0.173,0.963,False,1977
50 Ways to Leave Your Lover,50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,N,,1975-10-25,,,1976,1975-1979,,68.0,101.684,217.34666,7.0,1.0,0.815,0.372,-12.814,0.0752,0.166,0.000116,0.0767,0.293,False,1975
Stayin' Alive,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Greatest,N,,1979-01-01,,,1977,1975-1979,,77.0,103.564,285.37332,10.0,0.0,0.703,0.827,-7.179,0.0343,0.032,0.00636,0.179,0.944,False,1979
Dreams,Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),N,,1977-02-04,,,1977,1975-1979,,86.0,120.151,257.8,0.0,1.0,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,False,1977
Hotel California,Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),N,,1976-12-08,,,1977,1975-1979,,83.0,147.125,391.37625,2.0,1.0,0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,False,1976
Way Down,Way Down,Elvis Presley,Moody Blue,N,,1977-07-19,,,1977,1975-1979,,43.0,148.78,158.01334,0.0,1.0,0.48,0.68,-13.036,0.0488,0.545,0.00187,0.15,0.691,False,1977
Le Freak,Le Freak - 2018 Remaster,CHIC,C'est Chic (2018 Remaster),N,,1978-08-11,,,1978,1975-1979,,65.0,118.533,331.36,7.0,1.0,0.91,0.641,-11.316,0.0589,0.0258,6.42e-05,0.0642,0.903,False,1978
How Deep Is Your Love,How Deep Is Your Love,Bee Gees,Greatest,N,,1979-01-01,,,1978,1975-1979,,78.0,104.938,245.2,5.0,0.0,0.633,0.357,-9.366,0.0264,0.107,0.0,0.133,0.672,False,1979
Macho Man,Macho Man,Village People,Macho Man,N,,1978-02-12,,,1978,1975-1979,,48.0,132.897,314.8,5.0,1.0,0.745,0.593,-12.33,0.0439,0.0523,0.0,0.582,0.888,False,1978
You're the One That I Want,You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John",Grease - The Original Motion Picture Soundtrack,Y,,1978-04-04,,,1978,1975-1979,,72.0,106.945,169.84,0.0,1.0,0.758,0.612,-11.403,0.0598,0.281,0.00288,0.0954,0.822,False,1978
Another Brick in the Wall,"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,N,,1979-11-30,,,1979,1975-1979,,75.0,104.114,238.74677,0.0,1.0,0.693,0.394,-15.882,0.0428,0.0782,0.000694,0.247,0.721,False,1979
My Sharona,My Sharona,The Knack,Get The Knack,N,,1979-01-01,,,1979,1975-1979,,71.0,147.245,295.4,0.0,1.0,0.586,0.7,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,False,1979
Heart of Glass,Heart Of Glass,Blondie,Parallel Lines,N,,1978-09-23,,,1979,1975-1979,,63.0,114.82,229.42317,4.0,1.0,0.77,0.654,-6.107,0.0361,0.0548,0.000498,0.0819,0.686,False,1978
Bad Girls,Bad Girls,Donna Summer,Bad Girls,N,,1979-04-25,,,1979,1975-1979,,61.0,120.529,295.10666,2.0,0.0,0.857,0.7,-14.506,0.0358,0.00387,0.0162,0.411,0.973,False,1979
Another One Bites the Dust,Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),N,,1980-06-27,,,1980,1980-1984,,73.0,109.975,214.65334,5.0,0.0,0.932,0.528,-6.472,0.161,0.115,0.329,0.163,0.757,False,1980
Call Me,Call Me,Blondie,Call Me,N,,2004-01-01,,,1980,1980-1984,,70.0,142.663,212.22667,2.0,0.0,0.553,0.833,-6.667,0.0347,0.000646,0.00246,0.0737,0.773,False,2004
Rock with You,Rock with You - Single Version,Michael Jackson,Off the Wall,N,,1979-08-10,,,1980,1980-1984,,80.0,114.031,220.62666,1.0,1.0,0.808,0.535,-12.521,0.0353,0.179,9.91e-05,0.158,0.848,False,1979
Magic,Magic,Olivia Newton-John,Xanadu,N,,1980-01-01,,,1980,1980-1984,,48.0,103.77,271.66666,2.0,1.0,0.697,0.611,-5.997,0.0265,0.0178,8.92e-05,0.11,0.603,False,1980
Give It Up,Give It Up,KC & The Sunshine Band,All In a Night's Work (Expanded Version),N,,2016-03-11,,,1980,1980-1984,,66.0,124.896,254.24,3.0,1.0,0.862,0.624,-11.63,0.0565,0.0192,0.000153,0.0465,0.882,False,2016
Jessie's Girl,Jessie's Girl,Rick Springfield,Working Class Dog,N,,1981-03-13,,,1981,1980-1984,,76.0,131.7,194.12,2.0,1.0,0.727,0.834,-5.851,0.0496,0.165,0.0,0.105,0.816,False,1981
Endless Love,"Endless Love - From ""The Endless Love"" Soundtrack","Lionel Richie, Diana Ross",Back To Front,Y,,1992-01-01,,,1981,1980-1984,,56.0,93.063,268.29333,10.0,1.0,0.461,0.275,-12.331,0.0259,0.745,0.000219,0.126,0.124,False,1992
Bette Davis Eyes,Bette Davis Eyes,Kim Carnes,Mistaken Identity,N,,1981-01-01,,,1981,1980-1984,,78.0,116.62,228.0,5.0,1.0,0.675,0.649,-10.271,0.0319,0.0204,0.0,0.0959,0.596,False,1981
Billie Jean,Billie Jean,Michael Jackson,Thriller,N,,1982-11-30,,,1982,1980-1984,,82.0,117.002,294.22668,11.0,0.0,0.932,0.457,-9.62,0.0541,0.0173,0.0436,0.0414,0.884,False,1982
Africa,Africa,TOTO,Toto IV,N,,1982-04-08,,,1982,1980-1984,,86.0,92.718,295.89334,9.0,1.0,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,False,1982
Down Under,Down Under,Men At Work,Business As Usual,N,,1981-11-09,,,1982,1980-1984,,80.0,107.115,222.32,11.0,0.0,0.739,0.459,-14.42,0.0294,0.129,0.0194,0.0474,0.892,False,1981
Every Little Thing She Does Is Magic,Every Little Thing She Does Is Magic,The Police,Ghost In The Machine - Remastered 2003,N,,1981-10-02,,,1982,1980-1984,,75.0,81.909,260.57333,2.0,1.0,0.558,0.768,-9.997,0.0343,0.121,0.0626,0.124,0.429,False,1981
Beat It,Beat It,Michael Jackson,Thriller,N,,1982-11-30,,,1983,1980-1984,,80.0,138.728,258.4,3.0,0.0,0.776,0.711,-9.03,0.0473,0.0242,0.000353,0.234,0.901,False,1982
Every Breath You Take,Every Breath You Take,The Police,Synchronicity - Remastered 2003,N,,1983-06-17,,,1983,1980-1984,,87.0,117.401,253.92,1.0,1.0,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,False,1983
Let's Dance,Let's Dance - 2018 Remaster,David Bowie,Let's Dance (2018 Remaster),N,,1983-04-14,,,1983,1980-1984,,69.0,114.846,457.67587,10.0,0.0,0.654,0.743,-7.44,0.0605,0.0125,0.0272,0.153,0.632,False,1983
Karma Chameleon,Karma Chameleon - Remastered 2002,Culture Club,Colour By Numbers (Remastered / Expanded Edition),N,,1983-10-01,,,1983,1980-1984,,75.0,92.049,252.77333,10.0,1.0,0.668,0.73,-7.182,0.0366,0.225,0.0,0.188,0.894,False,1983
Sweet Dreams (Are Made of This),Sweet Dreams (Are Made of This) - Remastered,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This),Y,,1983-01-04,,,1983,1980-1984,,85.0,125.135,216.93333,0.0,0.0,0.692,0.711,-7.498,0.0317,0.225,0.0,0.12,0.875,False,1983
When Doves Cry,When Doves Cry,Prince,Purple Rain,N,,1984-06-25,,,1984,1980-1984,,69.0,126.468,354.13333,9.0,0.0,0.729,0.989,-4.613,0.049,0.0102,4.43e-05,0.443,0.841,False,1984
Thriller,Thriller,Michael Jackson,Thriller,N,,1982-11-30,,,1984,1980-1984,,70.0,118.392,357.8,11.0,1.0,0.771,0.687,-9.814,0.0693,0.0318,0.000225,0.89,0.783,False,1982
Like a Virgin,Like a Virgin,Madonna,Like a Virgin,N,,1984-11-12,,,1984,1980-1984,,70.0,119.747,218.62666,3.0,0.0,0.771,0.655,-10.842,0.0372,0.152,0.00197,0.0685,0.97,False,1984
Dancing in the Dark,Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,N,,1984-06-04,,,1984,1980-1984,,84.0,148.723,241.30667,1.0,0.0,0.527,0.942,-5.64,0.0366,0.0115,0.0,0.188,0.495,False,1984
We Are the World,We Are The World,U.S.A. For Africa,We Are The World,N,,1985-01-01,,,1985,1985-1989,,66.0,72.58,427.33334,4.0,1.0,0.528,0.447,-15.255,0.0435,0.189,0.0,0.0745,0.292,False,1985
Material Girl,Material Girl - 2024 Remaster,Madonna,Material Girl (2024 Remaster),N,,1985-01-23,,,1985,1985-1989,,70.0,136.403,242.33723,0.0,1.0,0.741,0.892,-2.567,0.031,0.166,0.00189,0.0783,0.979,False,1985
One More Night,One More Night - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),N,,1985-01-25,,,1985,1985-1989,,71.0,136.369,288.97333,3.0,1.0,0.534,0.442,-9.442,0.0308,0.788,0.000351,0.0986,0.343,False,1985
Money for Nothing,I Know What I Know (with General M.D.Shirinda & The Gaza Sisters),"Paul Simon, General M.D.Shirinda, The Gaza Sisters",Graceland (25th Anniversary Deluxe Edition),Y,,1986-08-12,,,1985,1985-1989,,49.0,117.906,193.37334,0.0,1.0,0.795,0.741,-6.78,0.0534,0.254,0.000251,0.189,0.961,False,1986
Shout,Shout,Tears For Fears,Songs From The Big Chair,N,,1985-02-25,,,1985,1985-1989,,72.0,97.909,393.66666,0.0,1.0,0.511,0.942,-10.407,0.0429,0.174,1.87e-05,0.139,0.498,False,1985
Livin' on a Prayer,Livin' On A Prayer,Bon Jovi,Slippery When Wet,N,,1986-08-16,,,1986,1985-1989,,85.0,122.509,249.29333,0.0,1.0,0.532,0.887,-3.757,0.0335,0.0778,0.000206,0.294,0.794,False,1986
Everybody Have Fun Tonight,Everybody Have Fun Tonight,Wang Chung,Mosaic,N,,1986-10-14,,,1986,1985-1989,,54.0,128.845,287.36,9.0,1.0,0.728,0.619,-12.265,0.0379,0.0884,8.44e-05,0.039,0.747,False,1986
Careless Whisper,Careless Whisper,George Michael,Ladies And Gentlemen... The Best Of George Michael,N,,1998-11-09,,,1986,1985-1989,,82.0,153.119,300.10666,2.0,0.0,0.574,0.628,-8.815,0.036,0.13,0.0,0.271,0.803,False,1998
Sledgehammer,Sledgehammer - 2012 Remaster,Peter Gabriel,So (25th Anniversary Deluxe Edition),N,,1986-05-19,,,1986,1985-1989,,56.0,96.319,311.98645,8.0,1.0,0.641,0.682,-7.561,0.0392,0.044,0.0,0.0394,0.468,False,1986
These Dreams,These Dreams,Heart,Heart,N,,1985-07-06,,,1986,1985-1989,,65.0,79.103,254.47624,11.0,1.0,0.534,0.532,-9.865,0.0292,0.509,0.0,0.0868,0.3,False,1985
I Wanna Dance with Somebody,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,N,,1987-06-02,,,1987,1985-1989,,82.0,118.818,291.29333,1.0,1.0,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,False,1987
With or Without You,With Or Without You,U2,The Joshua Tree (Super Deluxe),N,,1987-03-03,,,1987,1985-1989,,78.0,110.171,295.51578,2.0,1.0,0.54,0.429,-11.822,0.0285,0.000202,0.355,0.141,0.113,False,1987
Bad,Bad - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,N,,2012-09-18,,,1987,1985-1989,,67.0,114.091,247.36,8.0,1.0,0.787,0.889,-3.786,0.0397,0.00462,0.423,0.0665,0.394,False,2012
The One I Love,The One I Love - Remastered 2012,R.E.M.,Document - 25th Anniversary Edition,N,,1987-09-01,,,1987,1985-1989,,64.0,127.862,197.8,2.0,1.0,0.488,0.84,-4.626,0.0356,0.000395,1.21e-06,0.346,0.559,False,1987
Love Is a Battlefield,Love Is A Battlefield,Pat Benatar,The Collection,N,,2001-01-01,,,1987,1985-1989,,65.0,90.626,245.4,2.0,0.0,0.669,0.634,-11.903,0.0488,0.0137,0.0178,0.0979,0.863,False,2001
Father Figure,Father Figure - Remastered,George Michael,Faith,N,,1987-10-30,,,1988,1985-1989,,61.0,101.988,336.66666,3.0,1.0,0.689,0.333,-13.288,0.0262,0.163,3.36e-05,0.0853,0.284,False,1987
My Prerogative,My Prerogative,Bobby Brown,Don't Be Cruel,N,,1988-01-01,,,1988,1985-1989,,58.0,110.171,291.56,9.0,1.0,0.753,0.62,-10.544,0.0524,0.0657,0.0,0.27,0.676,False,1988
Together Again,Together Again,Cinthya Garcia,Together Again,N,,2022-11-25,,,1988,1985-1989,,57.0,131.98,121.74998,9.0,1.0,0.361,0.0634,-24.652,0.0383,0.993,0.93,0.0978,0.421,False,2022
Never Gonna Give You Up,Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,N,,1987-11-12,,,1988,1985-1989,,79.0,113.309,213.57333,8.0,1.0,0.721,0.939,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,False,1987
I Think We're Alone Now,I Think We're Alone Now,Tiffany,Tiffany,N,,1987-01-01,,,1988,1985-1989,,70.0,130.519,228.84,7.0,1.0,0.752,0.723,-12.126,0.0507,0.025,0.00354,0.0212,0.94,False,1987
Like a Prayer,Like a Prayer - Choir Version From “Deadpool & Wolverine”,I'll Take You There Choir,"Deadpool & Wolverine: Madonna's ""Like a Prayer"" EP",N,,2024-08-09,,,1989,1985-1989,,78.0,116.076,152.89333,2.0,0.0,0.244,0.273,-13.875,0.0351,0.848,0.499,0.124,0.104,False,2024
Miss You Much,Miss You Much,Janet Jackson,Rhythm Nation 1814,N,,1989-09-19,,,1989,1985-1989,,48.0,115.185,252.33333,6.0,0.0,0.702,0.975,-7.968,0.0396,0.0305,0.000134,0.165,0.646,False,1989
Another Day in Paradise,Another Day in Paradise - 2016 Remaster,Phil Collins,...But Seriously (Deluxe Edition),N,,1989-11-20,,,1989,1985-1989,,77.0,101.967,322.13333,3.0,0.0,0.78,0.565,-7.32,0.0306,0.736,0.00269,0.063,0.365,False,1989
Love Shack,Love Shack,The B-52's,Cosmic Thing,N,,1989-06-23,,,1989,1985-1989,,70.0,133.608,320.68,5.0,0.0,0.701,0.803,-6.786,0.0545,0.0544,1.54e-06,0.7,0.903,False,1989
The Look,The Look,Roxette,Look Sharp!,N,,1988-10-19,,,1989,1985-1989,,60.0,95.011,237.32,2.0,1.0,0.634,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522,0.541,False,1988
U Can't Touch This,U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,N,,1990-02-20,,,1990,1990-1994,,72.0,133.149,257.36,11.0,0.0,0.867,0.517,-13.22,0.088,0.00449,0.000343,0.0864,0.862,False,1990
Vision of Love,Vision of Love,Mariah Carey,Mariah Carey,N,,1990-06-12,,,1990,1990-1994,,56.0,205.362,209.29333,5.0,1.0,0.256,0.464,-10.959,0.0382,0.433,0.0,0.121,0.355,False,1990
Nothing Compares 2 U,Nothing Compares 2 U,Sinéad O'Connor,I Do Not Want What I Haven't Got,N,,1990-07-01,,,1990,1990-1994,,75.0,119.917,280.04,5.0,1.0,0.512,0.574,-7.016,0.0273,0.0425,2.31e-05,0.105,0.161,False,1990
Hold On,Hold On,Wilson Phillips,Wilson Phillips,N,,1990-05-08,,,1990,1990-1994,,67.0,97.801,266.86667,5.0,1.0,0.68,0.657,-9.897,0.0255,0.4,0.0,0.0497,0.546,False,1990
Escapade,Escapade,Janet Jackson,Rhythm Nation 1814,N,,1989-09-19,,,1990,1990-1994,,53.0,115.229,283.93362,1.0,1.0,0.806,0.954,-6.741,0.0514,0.0259,0.000617,0.176,0.701,False,1989
(Everything I Do) I Do It for You,(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,N,,1991-09-24,,,1991,1990-1994,,63.0,131.251,394.13333,1.0,1.0,0.526,0.365,-12.605,0.028,0.0775,1.37e-05,0.0618,0.254,False,1991
Smells Like Teen Spirit,Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),N,,1991-09-26,,,1991,1990-1994,,78.0,116.761,301.92,1.0,1.0,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,False,1991
Losing My Religion,Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),N,,1991-03-12,,,1991,1990-1994,,83.0,125.639,268.42667,9.0,0.0,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,False,1991
Shoop,Shoop,Salt-N-Pepa,Very Necessary,N,,1993-10-12,,,1991,1990-1994,,72.0,96.918,248.57333,0.0,1.0,0.939,0.674,-7.232,0.212,0.091,0.0,0.0565,0.792,False,1993
I Wanna Sex You Up,I Wanna Sex You Up - Single Mix,Color Me Badd,C.M.B.,N,,1991-07-23,,,1991,1990-1994,,61.0,201.81,236.94667,6.0,0.0,0.551,0.591,-8.404,0.12,0.00549,6.55e-06,0.0416,0.474,False,1991
Save the Best for Last,Save The Best For Last,Vanessa Williams,The Comfort Zone,N,,1991-01-01,,,1992,1990-1994,,64.0,95.911,218.73334,3.0,1.0,0.528,0.234,-15.784,0.0283,0.641,0.0,0.183,0.191,False,1991
Baby Got Back,Baby Got Back,Sir Mix-A-Lot,Mack Daddy,N,,1992-01-01,,,1992,1990-1994,,70.0,128.462,262.82666,1.0,1.0,0.926,0.669,-11.271,0.301,0.0051,0.0,0.0887,0.642,False,1992
I'm Every Woman,I'm Every Woman,Whitney Houston,The Bodyguard - Original Soundtrack Album,N,,1992-11-17,,,1992,1990-1994,,60.0,119.555,285.10666,5.0,0.0,0.665,0.847,-8.314,0.0535,0.0178,0.00288,0.126,0.4,False,1992
Tears in Heaven,Tears in Heaven - Acoustic Live,Eric Clapton,Unplugged (Deluxe Edition) (Live),N,,1992-08-25,,,1992,1990-1994,,66.0,79.055,280.0,9.0,1.0,0.694,0.331,-13.0,0.0284,0.806,0.00235,0.707,0.458,False,1992
Jump,Jump! (Criss Cross),Clippa Tha Great aka KIDD MTV,MTV2 (Limitless Edition)Disc 1,N,,2021-05-10,,,1992,1990-1994,,24.0,92.518,175.20328,1.0,1.0,0.922,0.701,-8.345,0.187,0.0986,0.000104,0.0739,0.48,False,2021
River of Dreams,The River of Dreams,Billy Joel,River Of Dreams,N,,1993-08-10,,,1993,1990-1994,,65.0,89.646,247.62666,7.0,1.0,0.631,0.749,-8.15,0.0576,0.205,5.21e-06,0.0667,0.437,False,1993
I Will Always Love You,I Will Always Love You,Whitney Houston,The Bodyguard - Original Soundtrack Album,N,,1992-11-17,,,1993,1990-1994,,77.0,67.531,271.09332,4.0,1.0,0.332,0.214,-12.518,0.0349,0.845,5.62e-06,0.0839,0.11,False,1992
What's Up?,What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",N,,1992-01-01,,,1993,1990-1994,,80.0,134.358,295.53333,2.0,1.0,0.565,0.564,-10.044,0.0292,0.161,0.0,0.114,0.454,False,1992
That's the Way Love Goes,That's The Way Love Goes,Janet Jackson,Janet,N,,1993-05-18,,,1993,1990-1994,,65.0,97.675,265.10666,5.0,1.0,0.703,0.7,-6.789,0.0693,0.302,0.471,0.0718,0.582,False,1993
The Sign,The Sign,Ace of Base,The Sign,N,,1993-12-24,,,1994,1990-1994,,73.0,96.987,191.24,4.0,0.0,0.808,0.786,-6.897,0.0447,0.00928,0.0701,0.0574,0.899,False,1993
I Swear,I Swear,All-4-One,All-4-One,N,,1994-01-01,,,1994,1990-1994,,69.0,83.207,259.85333,6.0,0.0,0.532,0.407,-9.658,0.0233,0.235,0.0,0.117,0.23,False,1994
Stay (I Missed You),Stay (I Missed You),Lisa Loeb,Stay (I Missed You),N,,1994-05-17,,,1994,1990-1994,,62.0,160.659,184.33333,1.0,1.0,0.612,0.591,-7.02,0.051,0.462,0.0,0.111,0.349,False,1994
Without You,Without You,Mariah Carey,Music Box,N,,1993-08-31,,,1994,1990-1994,,69.0,121.96,215.11047,6.0,1.0,0.603,0.407,-11.667,0.0314,0.378,1.15e-06,0.0529,0.166,False,1993
Waterfalls,Waterfalls,TLC,Crazysexycool,N,,1994-11-15,,,1995,1995-1999,,75.0,171.804,279.50668,1.0,1.0,0.769,0.505,-7.345,0.0829,0.311,7.49e-05,0.0777,0.757,False,1994
Gangsta's Paradise,Gangsta's Paradise,"Coolio, L.V.",Gangsta's Paradise,Y,,1995-11-07,,,1995,1995-1999,,86.0,79.975,240.69333,8.0,1.0,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,False,1995
Fantasy,Fantasy,Mariah Carey,Daydream,N,,1995-10-03,,,1995,1995-1999,,75.0,102.322,243.49333,7.0,1.0,0.669,0.727,-7.588,0.0353,0.139,0.0,0.123,0.807,False,1995
Only Wanna Be with You,Only Wanna Be With You,Hootie & The Blowfish,Cracked Rear View,N,,1994-07-01,,,1995,1995-1999,,70.0,103.272,229.58667,6.0,1.0,0.49,0.873,-5.861,0.0355,0.107,5.19e-06,0.118,0.513,False,1994
Wannabe,Wannabe,Spice Girls,Spice,N,,1996-01-01,,,1996,1995-1999,,81.0,110.009,173.02667,11.0,1.0,0.768,0.864,-6.149,0.0324,0.101,0.0,0.162,0.891,False,1996
Because You Loved Me,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,Falling into You,N,,1996-03-11,,,1996,1995-1999,,75.0,119.919,273.66666,1.0,1.0,0.615,0.467,-9.883,0.0327,0.314,0.0,0.099,0.177,False,1996
No Scrubs,No Scrubs,TLC,Fanmail,N,,1999-02-23,,,1996,1995-1999,,83.0,92.909,214.4,8.0,0.0,0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,False,1999
Candle in the Wind 1997,Something About The Way You Look Tonight - Edit Version,Elton John,Candle In The Wind 1997 / Something About ...,N,,1997-01-01,,,1997,1995-1999,,57.0,143.412,240.54668,6.0,1.0,0.48,0.628,-7.643,0.0262,0.174,3.28e-05,0.0753,0.541,False,1997
MMMBop,MMMBop,Hanson,Middle Of Nowhere,N,,1997-01-01,,,1997,1995-1999,,67.0,104.879,268.65332,9.0,1.0,0.683,0.937,-6.335,0.0449,0.00481,0.0046,0.07,0.619,False,1997
Mo Money Mo Problems,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",Life After Death (2014 Remastered Edition),Y,,1997-03-04,,,1997,1995-1999,,73.0,104.536,257.4,6.0,0.0,0.845,0.884,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,False,1997
