title,title_spotify,artist,album,colab,id,release_date,peak_rank,peak_date,peak_year,lustrum,weeks,sp_popularity,tempo,duration,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,before_1964,release_year
('til) I Kissed You,('Til) I Kissed You,The Everly Brothers,The Fabulous Style Of The Everly Brothers,N,2ltpYs0O8uNesHFgGHg0bt,1960-01-01,4.0,1959-08-12,1959,1955-1959,16.0,47.0,141.087,145.96,1.0,1.0,0.569,0.465,-10.431,0.0438,0.614,0.0,0.342,0.664,True,1960
(A Ship Will Come) Ein Schiff Wird Kommen,The Waltzing Cat,Lale Anderson,The Waltzing Cat,Y,0rI1QQ8kMc7MH7LgnOPteX,2004-02-14,88.0,1961-04-19,1961,1960-1964,4.0,37.0,133.759,166.547,7.0,1.0,0.357,0.0663,-21.7,0.0415,0.983,0.68,0.0553,0.246,True,2004
(All of a Sudden) My Heart Sings,(All Of A Sudden) My Heart Sings - Remastered,Paul Anka,My Heart Sings (Remastered),N,0zKZqHPNUKjjhsUJHT06RZ,1959-01-01,15.0,1958-12-17,1958,1955-1959,17.0,33.0,111.446,182.56,4.0,1.0,0.435,0.36,-10.179,0.0298,0.78,0.0,0.513,0.342,True,1959
(Baby) Hully Gully,Baby Hully Gully,The Olympics,Doin' the Hully Gully,N,2CkbNJooPxUsHG4gFXKhxa,1960-07-06,72.0,1960-01-27,1960,1960-1964,7.0,3.0,115.772,218.642,2.0,1.0,0.699,0.661,-6.09,0.0382,0.516,0.0,0.198,0.869,True,1960
(Dance The) Mess Around,Dance The Mess Around,Chubby Checker,Dancin' Party: The Chubby Checker Collection (1960-1966),N,58EirkLFB6O6wwRN9JowHB,2020-06-19,24.0,1961-04-19,1961,1960-1964,7.0,18.0,146.559,132.933,10.0,1.0,0.511,0.694,-5.509,0.0479,0.381,0.0,0.195,0.826,True,2020
(Do The) Mashed Potatoes (Part 1),(Do The) Mashed Potatoes Part 1,Nat Kendrick And The Swans,Star Time,N,4W7ps5zORgRWe691hlxXzC,1991-01-01,84.0,1960-02-10,1960,1960-1964,2.0,12.0,134.471,112.4,7.0,1.0,0.745,0.837,-9.169,0.0467,0.511,0.339,0.191,0.932,True,1991
(Doin' The) Lovers Leap,(Doin' The) Lovers Leap,Webb Pierce,"Hundred Year Webb, Vol. 2",N,2jX30KTWE5wQS7RdqvJO1X,2021-07-23,93.0,1960-04-20,1960,1960-1964,2.0,3.0,132.654,131.667,10.0,1.0,0.788,0.356,-10.682,0.0357,0.516,3.98e-05,0.0655,0.925,True,2021
(Ghost) Riders In The Sky,Ghost Riders in the Sky,Ramrods,Loco Drive - In,N,7JqK0JRlIunCuy0uxY3Zsw,2015-01-12,30.0,1961-01-04,1961,1960-1964,9.0,25.0,120.956,154.827,5.0,1.0,0.445,0.835,-7.598,0.0455,0.745,0.601,0.613,0.351,True,2015
(I Can't Help You) I'm Falling Too,(I Can't Help You) I'm Falling Too,Skeeter Davis,The Essential Skeeter Davis,N,5MXe6dKcR6iO33GWzVW8cr,1994-05-23,39.0,1960-08-17,1960,1960-1964,7.0,23.0,91.209,165.267,9.0,1.0,0.617,0.197,-12.145,0.0267,0.777,0.0,0.133,0.384,True,1994
(I Don't Care) Only Love Me,(I Don't Care) Only Love Me,Steve Lawrence,The Best Of,N,2tve82MQkxXX1WsdxpI4sk,1961-01-01,62.0,1959-05-13,1959,1955-1959,4.0,10.0,141.812,153.6,5.0,0.0,0.56,0.516,-12.275,0.183,0.468,0.000107,0.173,0.825,True,1961
(I Wanna) Dance With The Teacher,I Wanna Dance with the Teacher,The Olympics,The Very Best of the Olympics,N,3rHQ8LI3Rrw2hy7H4FtbFw,1960-05-17,71.0,1958-12-03,1958,1955-1959,5.0,0.0,85.189,107.317,4.0,1.0,0.567,0.458,-15.353,0.0623,0.428,0.0412,0.356,0.829,True,1960
(I'll Be With You In) Apple Blossom Time,I'll Be With You In Apple Blossom Time,Tab Hunter,Funny Candy Love,N,1qvPUtxpSd8xUwmkoGWs7V,2024-08-02,31.0,1959-01-28,1959,1955-1959,11.0,1.0,130.33,131.579,8.0,1.0,0.576,0.375,-12.51,0.0367,0.863,5.66e-06,0.0593,0.635,True,2024
"(If You Cry) True Love, True Love","(If You Cry) True Love, True Love - Single Version",The Drifters,The Drifters: Essentials,N,6mZrW1JtojCUbpEJqvjEXE,2002-07-01,33.0,1959-10-28,1959,1955-1959,11.0,21.0,140.042,138.24,0.0,1.0,0.48,0.538,-5.368,0.0315,0.533,0.0,0.0945,0.523,True,2002
(It Never Happens) In Real Life,(It Never Happens) In Real Life,Chuck Jackson,Super Hits,N,0a5tdX3qPVFQ76x4HkVZEy,2019-08-14,46.0,1961-04-05,1961,1960-1964,7.0,3.0,119.059,165.44,3.0,1.0,0.696,0.46,-8.451,0.0304,0.692,0.0325,0.138,0.829,True,2019
(It's Been A Long Time) Pretty Baby,sobeautiful,Gino & Gina,onmyradio,N,2PN3gbuBn5WBEwrEJH3xiu,2008-11-24,46.0,1958-01-01,1958,1955-1959,1.0,56.0,133.987,291.133,7.0,0.0,0.689,0.562,-7.048,0.0637,0.0656,0.0,0.0885,0.21,True,2008
(Let's Do) The Hully Gully Twist,Holly Holy,Bill Doggett,All-Time Greatest Hits,N,3l1YVg3uZMYbi5mROMRWRY,2014-07-08,66.0,1960-12-21,1960,1960-1964,3.0,45.0,102.963,280.467,9.0,1.0,0.301,0.479,-8.099,0.0265,0.552,2.64e-05,0.634,0.403,True,2014
(Love Theme From) One Eyed Jacks,"One-Eyed Jacks (Theme From The Motion Picture ""One Eyed Jacks"")",Ferrante & Teicher,All-Time Great Movie Themes,Y,4hFIG8f48S4aLcYwNY8lON,1993-02-09,37.0,1961-03-15,1961,1960-1964,7.0,9.0,94.615,183.307,7.0,0.0,0.358,0.294,-14.009,0.0295,0.85,0.87,0.246,0.239,True,1993
(New In) The Ways Of Love,(New In) The Ways Of Love,Tommy Edwards,It’s All In The Game: The Best Of Tommy Edwards,N,4pNXt2MMFvTSBOkOPWjD8r,1994-01-01,47.0,1959-11-11,1959,1955-1959,9.0,9.0,178.668,159.64,7.0,0.0,0.386,0.322,-13.018,0.032,0.715,0.0,0.0544,0.508,True,1994
(Now and Then There's) A Fool Such As I,(Now and Then There's) A Fool Such as I,Elvis Presley With The Jordanaires,Elvis 30 #1 Hits,N,2TGiDvXSDPCcBTfaMtmsRc,2002-09-24,2.0,1959-03-18,1959,1955-1959,15.0,41.0,63.623,159.36,0.0,1.0,0.574,0.714,-6.344,0.0403,0.901,1.7e-05,0.255,0.722,True,2002
(Seven Little Girls) Sitting In The Back Seat,Seven Little Girls Sitting in the Back Seat,Paul Evans and the Curls,In Your Home Tonight!,N,528h8uGmZPQT867LM4wEcz,1961-12-24,9.0,1959-09-09,1959,1955-1959,18.0,18.0,61.759,138.027,9.0,1.0,0.738,0.449,-6.662,0.0583,0.851,0.0,0.161,0.719,True,1961
(The Clickity Clack Song) Four Little Heels,Four Little Heels (The Clickety Clack Song),Brian Hyland,Chronology,N,0a63HKGXMQzxC7P5AXwOrO,1993-01-01,73.0,1960-10-05,1960,1960-1964,3.0,25.0,123.202,121.307,11.0,0.0,0.777,0.452,-10.767,0.0366,0.72,0.0,0.166,0.946,True,1993
"(Theme From) ""Goodbye Again""","Theme From The Motion Picture ""Goodbye Again""",Ferrante & Teicher,All-Time Great Movie Themes,Y,1CHDQPobVEBX2vsvhAxNBM,1993-02-09,85.0,1961-06-07,1961,1960-1964,4.0,9.0,94.216,194.267,2.0,0.0,0.357,0.373,-9.624,0.0289,0.846,0.722,0.134,0.206,True,1993
(Theme From) The Sundowners,Unchained Melody,Mantovani & His Orchestra,Candlelight Romance,N,4dojVJ7Pnl09IIBN1hVRgf,1997-01-01,93.0,1960-11-02,1960,1960-1964,1.0,45.0,84.202,135.093,2.0,1.0,0.19,0.287,-13.078,0.0388,0.92,0.908,0.547,0.04,True,1997
(Theme from) My Three Sons,Theme from 'My Three Sons',Lawrence Welk And His Orchestra,The World's Finest Music,N,44hafgWGB8LID72gsrPkos,1957-12-24,55.0,1961-03-15,1961,1960-1964,7.0,3.0,80.483,122.6,0.0,1.0,0.367,0.83,-4.419,0.0364,0.321,0.912,0.0545,0.946,True,1957
(Theme from) The Great Impostor,"Theme From ""The Great Impostor"" - REMASTERED",Henry Mancini And His Orchestra,Greatest Hits - The Best of Henry Mancini,N,6bXt2g5gzKiM7uZ4RKgF6X,2000-09-14,90.0,1961-03-29,1961,1960-1964,1.0,21.0,86.833,164.304,9.0,1.0,0.544,0.365,-14.987,0.0272,0.384,0.164,0.361,0.415,True,2000
(There Was A) Tall Oak Tree,(There Was A) Tall Oak Tree - Remastered,Dorsey Burnette,Golden Selection (Remastered),N,6lkrCM376Qf0vOrOEbz8xr,2021-10-22,23.0,1960-01-27,1960,1960-1964,15.0,0.0,133.232,129.08,7.0,1.0,0.511,0.446,-8.818,0.0605,0.0851,0.0,0.121,0.595,True,2021
(Welcome) New Lovers,(Welcome) New Lovers,Pat Boone,Pat Boone's Golden Hits Featuring Speedy Gonzales,N,5xrUYlQWwtFZgPR2B4Q9W4,1962-08-01,18.0,1960-02-17,1960,1960-1964,12.0,1.0,119.626,148.893,8.0,1.0,0.733,0.27,-13.485,0.039,0.829,0.00053,0.201,0.67,True,1962
(You Better) Know What You're Doin',Personality,Lloyd Price and His Orchestra,Mr. Personality,N,7JI1MoBWRQAZFTL5FxrQla,1959-01-01,90.0,1960-11-30,1960,1960-1964,2.0,47.0,129.182,155.213,5.0,1.0,0.604,0.313,-13.495,0.0375,0.801,0.0,0.342,0.86,True,1959
(You've Got To) Move Two Mountains,(You've Got To) Move Two Mountains,Marv Johnson,Lost Hits Of The 60's,N,3m9eJU9HVaYRYhFq6ZxcsT,2012-01-01,20.0,1960-08-31,1960,1960-1964,11.0,7.0,130.355,165.933,10.0,1.0,0.735,0.724,-7.91,0.0494,0.686,3.35e-05,0.126,0.96,True,2012
16 Candles,16 Candles,The Crests,16 Candles,N,4MCaKCnmJe3RWiu0zic1tD,2007-01-01,2.0,1958-11-19,1958,1955-1959,21.0,4.0,110.475,179.307,10.0,1.0,0.441,0.398,-9.552,0.0278,0.757,0.0,0.0906,0.497,True,2007
77 Sunset Strip,Marbles & Drains,The Big Sound Of Don Ralke,Marbles & Drains,N,1dbLzkO69JZLqjEtCpeQYP,2017-11-24,69.0,1959-04-01,1959,1955-1959,5.0,35.0,93.95,289.695,0.0,1.0,0.761,0.66,-6.576,0.0345,0.016,0.913,0.0507,0.224,True,2017
A Big Hunk O' Love,A Big Hunk O' Love,Elvis Presley With The Jordanaires,The 50 Greatest Hits,N,7udjpL89NKvj6zPgDg8qF8,2020-04-03,1.0,1959-07-01,1959,1955-1959,14.0,39.0,87.549,132.84,7.0,0.0,0.532,0.887,-8.042,0.0441,0.776,0.197,0.319,0.964,True,2020
A Certain Smile,A Certain Smile (with Ray Ellis & His Orchestra),Johnny Mathis,More: Johnny's Greatest Hits,Y,1a01Dy8Us8aEh1hT9tOEmW,1959-06-22,22.0,1958-01-01,1958,1955-1959,9.0,34.0,89.482,168.293,5.0,1.0,0.172,0.327,-9.99,0.0301,0.847,1.21e-06,0.282,0.188,True,1959
A Cross Stands Alone,The Room,Jimmy Witter,The Room,N,4SrVB1XXNAYgeJ1LsZBcvG,2023-06-30,89.0,1961-04-26,1961,1960-1964,4.0,47.0,110.505,133.19,7.0,1.0,0.415,0.00787,-26.709,0.0563,0.995,0.917,0.0971,0.238,True,2023
A Dollar Down,A Dollar Down,The Limeliters,"Great Rare Songs, Vol. 2",N,4MYwuoHZRF7zcWH9zXUhDQ,2014-01-31,60.0,1961-04-19,1961,1960-1964,3.0,2.0,211.206,158.093,0.0,1.0,0.492,0.483,-13.851,0.197,0.595,5.6e-06,0.0454,0.901,True,2014
A Fool In Love,A Fool In Love,Ike & Tina Turner,Dynamite,N,5yUWHjKAiY6FoS9M2uf80P,1963-07-30,27.0,1960-08-24,1960,1960-1964,13.0,25.0,128.188,172.253,7.0,1.0,0.576,0.441,-8.993,0.0372,0.56,0.000224,0.32,0.77,True,1963
A Girl's Work Is Never Done,A Girl's Work Is Never Done,The Chordettes,The Chordettes' Best,N,1aFBhJ178WxpvVLAdgecoi,1957-01-01,89.0,1959-08-12,1959,1955-1959,3.0,15.0,124.139,136.053,3.0,1.0,0.641,0.967,-5.307,0.216,0.8,0.000672,0.143,0.97,True,1957
A House Of Love,I Wish You Could Feel This,Scott Garrett,Tiers Of Joy,N,11yifqyTTFTO31i0HQLTEH,2024-08-23,92.0,1959-03-25,1959,1955-1959,1.0,33.0,100.031,204.92,6.0,1.0,0.631,0.521,-11.205,0.0874,0.196,0.0,0.103,0.396,True,2024
"A House, A Car And A Wedding Ring",Sorry You're Sick,Dale Hawkins,Watch Your Step,N,0bQfDEGIkkjrrbGkK4JLmF,1982-01-01,88.0,1958-11-05,1958,1955-1959,5.0,44.0,141.367,130.933,8.0,0.0,0.716,0.251,-14.397,0.0791,0.954,0.000193,0.136,0.771,True,1982
A Hundred Pounds Of Clay,A Hundred Pounds Of Clay,Gene McDaniels,100 Lbs Of Clay!,N,4s9qKAu0wMyIWVUB7Cuv3j,1961-08-21,3.0,1961-03-15,1961,1960-1964,15.0,44.0,129.06,142.027,0.0,1.0,0.684,0.389,-10.933,0.035,0.604,0.0,0.369,0.824,True,1961
A Letter To An Angel,A Letter to an Angel,Jimmy Clanton,This Is Jimmy Clanton,N,3gsR6howXi3YynMxLEZU63,1998-01-01,25.0,1958-10-15,1958,1955-1959,12.0,35.0,153.633,174.413,3.0,1.0,0.346,0.268,-12.122,0.0324,0.858,5.63e-06,0.202,0.43,True,1998
A Little Bit Of Soap,A Little Bit Of Soap,The Jarmels,A Little Bit Of Soap: The Complete Laurie Recordings,N,73tGO4JJKrMYtjCbq1v8Oa,2020-01-17,48.0,1961-07-19,1961,1960-1964,3.0,39.0,137.487,134.667,10.0,0.0,0.605,0.548,-8.591,0.149,0.231,0.0,0.15,0.67,True,2020
A Little Feeling (Called Love),A Little Feeling (Called Love) - Remastered,Jack Scott,Capitol Collectors Series,Y,4YDV8fPzCCpghxuy0beu4P,2011-01-01,91.0,1961-05-24,1961,1960-1964,2.0,1.0,70.12,163.733,2.0,1.0,0.476,0.164,-13.843,0.0303,0.576,0.000439,0.103,0.247,True,2011
A Lover's Prayer,A Lover's Prayer,Dion & The Belmonts,Wish Upon A Star,N,2tcrbhSlKCv6bciZEy1BGE,1960-01-01,73.0,1959-10-14,1959,1955-1959,3.0,21.0,141.076,140.507,2.0,1.0,0.423,0.246,-11.049,0.0288,0.895,0.0,0.0877,0.213,True,1960
A Lover's Question,A Lover's Question,Clyde McPhatter,Clyde,N,6HBgCYResmsdmOufyHVoNB,2005-04-19,6.0,1961-02-22,1961,1960-1964,24.0,37.0,83.023,150.267,0.0,1.0,0.67,0.436,-11.698,0.0554,0.887,1.71e-05,0.0609,0.951,True,2005
A Mess Of Blues,A Mess of Blues,Elvis Presley With The Jordanaires,"Elvis' Gold Records, Vol. 4",N,4dNfypQwue0e46rQTdBU1Q,1968-01-22,32.0,1960-07-20,1960,1960-1964,11.0,40.0,117.257,161.067,0.0,1.0,0.645,0.505,-11.434,0.0318,0.763,4.6e-05,0.139,0.862,True,1968
A Part Of Me,A Part of Me,Jimmy Clanton,This Is Jimmy Clanton,N,3TeCzKlTPHU700TzO6TTGV,1998-01-01,38.0,1958-10-29,1958,1955-1959,7.0,16.0,111.802,171.053,7.0,1.0,0.534,0.224,-6.242,0.0313,0.38,0.0,0.0852,0.686,True,1998
A Perfect Love,A Perfect Love,Frankie Avalon,Venus,N,1OnzfZTZGZPjayArD35MFZ,2018-03-22,47.0,1960-12-07,1960,1960-1964,6.0,29.0,126.047,141.01,7.0,1.0,0.541,0.338,-10.589,0.0291,0.789,1.42e-06,0.138,0.613,True,2018
A Prayer And A Juke Box,A Prayer and Juke Box,Little Anthony And The Imperials,Greatest Hits,N,13VnT52RksrtePXc8w9NAC,2005-09-20,81.0,1959-06-10,1959,1955-1959,4.0,3.0,102.852,149.4,7.0,1.0,0.423,0.301,-14.698,0.0327,0.674,0.0,0.086,0.468,True,2005
A Rockin' Good Way (To Mess Around And Fall In Love),A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington & Brook Benton,The Complete Dinah Washington On Mercury Vol. 6 (1958-1960),Y,4ljOQyHOyzefnJ1jdDW03j,1989-01-01,7.0,1960-05-18,1960,1960-1964,13.0,38.0,129.911,148.827,8.0,1.0,0.792,0.487,-11.984,0.0619,0.848,0.000164,0.191,0.959,True,1989
A Scottish Soldier (Green Hills of Tyrol),A Scottish Soldier (Green Hills of Tyrol),Andy Stewart,A Scottish Soldier,N,68kDivrBnvOyegC6OpVQZv,1961-04-13,69.0,1961-03-29,1961,1960-1964,6.0,1.0,85.556,199.133,4.0,1.0,0.462,0.267,-12.369,0.0654,0.944,0.0,0.111,0.461,True,1961
A Tear,A Tear - Remastered,Gene McDaniels,Best Of Gene McDaniels,N,4fY55Qe6xoGJS6LKgyRSqz,1995-01-01,52.0,1961-06-28,1961,1960-1964,8.0,8.0,108.68,129.96,7.0,1.0,0.614,0.328,-8.232,0.0281,0.58,0.0,0.139,0.486,True,1995
A Teenager Feels It Too,A Teenager Feels It Too,Denny Reed,"Amazing Hits Of The Transistor Era, Vol. 1",N,6V76ONUZMavBZa4jLSZHd8,2007-08-07,94.0,1960-08-24,1960,1960-1964,3.0,1.0,124.285,127.8,5.0,1.0,0.635,0.38,-12.085,0.0311,0.764,0.0,0.167,0.896,True,2007
A Teenager In Love,A Teenager In Love,Dion & The Belmonts,Presenting Dion And The Belmonts,N,0QGwOFQChzflLAmPq5NwKo,1959-01-01,5.0,1959-04-15,1959,1955-1959,15.0,62.0,78.986,158.253,1.0,1.0,0.555,0.377,-9.123,0.0295,0.671,0.0,0.128,0.619,True,1959
A Texan And A Girl From Mexico,Ring My Bell,Anita Bryant,Ring My Bell,N,7GK2KVYH8FrTC9zehmjVMd,2005-09-26,85.0,1961-02-08,1961,1960-1964,4.0,61.0,125.999,491.933,5.0,0.0,0.781,0.556,-13.067,0.0611,0.0661,0.0907,0.0339,0.968,True,2005
A Thousand Miles Away,A Thousand Miles Away,The Heartbeats,All the Hits and More,N,6ofvy4eMivKYNRi4EaDlsF,2018-11-09,96.0,1960-11-02,1960,1960-1964,1.0,40.0,166.282,148.04,7.0,1.0,0.461,0.271,-10.441,0.0606,0.846,0.0,0.12,0.425,True,2018
A Thousand Stars,A Thousand Stars (made popular by Kathy Young with The Innocents) [backing version],Kathy Young With The Innocents,Pop Female Hits 20 - Party Tyme (Backing Versions),N,1ljeoUevUuLOlts7bDXNZK,2023-09-08,3.0,1960-10-19,1960,1960-1964,17.0,0.0,96.55,192.374,0.0,1.0,0.595,0.414,-9.637,0.0287,0.761,0.935,0.121,0.536,True,2023
A Touch Of Pink,Ripple - Live,Jerry Wallace,Dear Jerry: Celebrating The Music Of Jerry Garcia (Live),Y,5D9PzL95N2AE7hGj7r8kSw,2016-10-14,92.0,1959-04-15,1959,1955-1959,2.0,42.0,111.533,329.046,7.0,1.0,0.475,0.696,-10.614,0.0366,0.39,0.0255,0.978,0.515,True,2016
A Worried Man,A Worried Man - Remastered,The Kingston Trio,The Capitol Collector's Series,N,2ypwkRuydYboYjvhduYvWm,1990-06-18,20.0,1959-09-09,1959,1955-1959,11.0,25.0,100.04,207.333,2.0,1.0,0.616,0.298,-17.204,0.0427,0.788,8.85e-05,0.119,0.585,True,1990
A Year Ago Tonight,A Year Ago Tonight,The Crests,Do The Doo Wop,N,5PbhuLEuFgyzoTRJot1CL8,2021-04-23,42.0,1959-12-02,1959,1955-1959,10.0,1.0,143.666,145.56,7.0,1.0,0.613,0.491,-12.445,0.0436,0.77,0.0,0.0972,0.808,True,2021
About This Thing Called Love,ANXIETY KILLS - Fabian Mazur Remix,Fabian,ANXIETY KILLS - Fabian Mazur Remix,Y,02iaaQqyRP1523Iq3kQQr0,2024-09-06,31.0,1960-02-24,1960,1960-1964,7.0,36.0,97.838,115.722,2.0,1.0,0.555,0.898,-4.857,0.252,0.0184,0.0242,0.837,0.448,True,2024
Adam And Eve,Adam And Eve,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,N,4YmJXCXCkLorPkYiSPFUN3,2000-10-03,90.0,1960-03-30,1960,1960-1964,2.0,26.0,201.276,131.293,9.0,0.0,0.367,0.681,-8.886,0.0449,0.663,0.0,0.406,0.771,True,2000
"Adeste Fideles (Oh, Come, All Ye Faithful)",Adeste Fideles,Bing Crosby,White Christmas,N,04DYwFIKeq2Bkn9aqSI9PC,1945-01-01,45.0,1960-12-07,1960,1960-1964,3.0,36.0,105.839,190.44,4.0,1.0,0.27,0.254,-12.639,0.032,0.981,0.00491,0.295,0.427,True,1945
African Waltz,This Here,Cannonball Adderley Orchestra,African Waltz,N,73ywxvRTfXvgj2WP33Ud3Y,1961-02-28,41.0,1961-04-05,1961,1960-1964,6.0,24.0,182.708,180.267,0.0,0.0,0.303,0.326,-17.538,0.0391,0.667,0.0531,0.0767,0.754,True,1961
Ain't Gonna Be That Way,Soul Heaven,Marv Johnson,Complete Mythology,N,2mIx5zFpu1mrFExepZ0xJG,2010-11-09,74.0,1960-05-25,1960,1960-1964,7.0,59.0,134.538,155.547,8.0,0.0,0.724,0.583,-9.22,0.0311,0.309,0.814,0.275,0.961,True,2010
"Ain't It, Baby",Ain't It Baby,The Miracles,Cookin' With The Miracles,N,32uBIZO3738DdTqAEWWOCh,1962-01-01,49.0,1961-03-22,1961,1960-1964,6.0,7.0,132.22,153.267,2.0,1.0,0.53,0.885,-5.429,0.0507,0.768,0.0,0.208,0.846,True,1962
Ain't That Just Like A Woman,Ain't That Just Like A Woman,Fats Domino,They Call Me The Fat Man (The Legendary Imperial Recordings),N,3GK5ETquucGLxWBrzBY9nY,2016-01-01,33.0,1961-01-18,1961,1960-1964,8.0,3.0,169.789,162.533,2.0,0.0,0.554,0.824,-8.877,0.0535,0.547,0.000438,0.352,0.924,True,2016
Alimony,Alimony,Frankie Ford,Let's Take a Sea Cruise (Deluxe Version),N,4GrFU6vSw8ildV5dQIgnI7,1990-01-01,97.0,1959-07-29,1959,1955-1959,2.0,20.0,130.618,142.707,0.0,1.0,0.849,0.374,-12.059,0.0707,0.778,0.0,0.235,0.973,True,1990
All I Have To Do Is Dream,All I Have to Do Is Dream,The Everly Brothers,The Very Best of The Everly Brothers,N,7dblNGnRXEBrVJunazs2U5,1964-08-01,49.0,1958-01-01,1958,1955-1959,2.0,65.0,96.195,143.333,4.0,1.0,0.534,0.462,-8.172,0.0266,0.839,0.0,0.129,0.534,True,1964
All Of Everything,All of Everything,Frankie Avalon,A Boy From Philly,N,5J4h8cvZuziCL12hP6tfzm,2021-05-28,70.0,1961-02-22,1961,1960-1964,4.0,2.0,185.306,153.757,9.0,1.0,0.311,0.126,-16.616,0.0341,0.777,0.0,0.0766,0.344,True,2021
All Over Again,All Over Again,Johnny Cash,The Essential Johnny Cash,N,76CbOXTXJpDSKplGwgUHiB,2002-02-12,38.0,1958-10-01,1958,1955-1959,11.0,49.0,108.594,132.4,3.0,1.0,0.734,0.603,-10.394,0.0506,0.568,5.42e-06,0.106,0.786,True,2002
All The Love I've Got,All The Love I've Got,Marv Johnson,More Marvelous Marv Johnson,N,2nV51RJaekTnlsTbu0ksuc,1960-10-01,63.0,1960-06-08,1960,1960-1964,6.0,5.0,130.608,153.533,0.0,1.0,0.747,0.774,-8.585,0.0801,0.654,0.0,0.185,0.837,True,1960
Alley-Oop,Alley Oop,Hollywood Argyles,Presenting The Hollywood Argyles,N,2bgl6miORpyE4ql0gl7KHR,1960-12-03,1.0,1960-05-25,1960,1960-1964,15.0,32.0,63.325,161.44,7.0,1.0,0.584,0.476,-9.562,0.0614,0.809,0.0,0.0915,0.944,True,1960
Almost Grown,Almost Grown,Chuck Berry,Berry Is On Top,N,6Kl1mOpVOIg17MQmcjeUO5,1959-07-01,32.0,1959-03-25,1959,1955-1959,13.0,40.0,151.403,141.96,0.0,1.0,0.528,0.645,-9.446,0.0916,0.786,0.0,0.0441,0.756,True,1959
Alone With You,Alone With You,Faron Young,The Complete Capitol Hits Of Faron Young,N,1sgU6LtIDuTT2bxqdmSbh4,2000-01-01,51.0,1958-08-06,1958,1955-1959,5.0,27.0,106.343,117.4,7.0,1.0,0.586,0.545,-9.712,0.0293,0.313,0.0,0.137,0.904,True,2000
Along Came Jones,Along Came Jones - 2007 Remaster; Remastered,The Coasters,There's A Riot Goin' On: The Coasters On Atco,N,7oxjjKuDTPRYpPvYveG6sV,2007-12-07,9.0,1959-05-13,1959,1955-1959,12.0,24.0,104.824,179.293,9.0,1.0,0.778,0.821,-5.182,0.296,0.67,0.0,0.161,0.789,True,2007
"Alright, Okay, You Win","Alright, Okay, You Win",Peggy Lee,Things Are Swingin',N,1m8WU15D9BGbtsgNE4XWuJ,1958-11-03,68.0,1959-01-21,1959,1955-1959,6.0,34.0,137.983,173.84,0.0,1.0,0.698,0.333,-5.111,0.0391,0.557,0.0,0.0934,0.802,True,1958
Alvin For President,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,David Seville And The Chipmunks,Greatest Hits: Still Squeaky After All These Years,Y,2vveFvCblrNfr1lnu3kg5l,2007-01-01,95.0,1960-08-31,1960,1960-1964,2.0,30.0,152.25,141.413,3.0,1.0,0.618,0.375,-11.517,0.0341,0.711,1.78e-06,0.237,0.775,True,2007
Alvin's Harmonica,Alvin's Harmonica,David Seville And The Chipmunks,Let's All Sing With The Chipmunks,Y,4aqEPeDRi8EXbOxFwIoaJ8,1961-01-01,3.0,1959-02-11,1959,1955-1959,12.0,12.0,118.115,162.973,8.0,1.0,0.533,0.521,-7.395,0.0474,0.506,0.167,0.215,0.763,True,1961
Alvin's Orchestra,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,David Seville And The Chipmunks,Greatest Hits: Still Squeaky After All These Years,Y,2vveFvCblrNfr1lnu3kg5l,2007-01-01,33.0,1960-02-17,1960,1960-1964,5.0,30.0,152.25,141.413,3.0,1.0,0.618,0.375,-11.517,0.0341,0.711,1.78e-06,0.237,0.775,True,2007
Always,Always,Sammy Turner,My Symphony,N,331LLgackdwiXV0pshoRYo,2021-07-09,19.0,1959-10-28,1959,1955-1959,12.0,2.0,108.797,131.626,8.0,0.0,0.636,0.46,-8.808,0.0289,0.348,0.0,0.0458,0.887,True,2021
Am I Losing You,Am I Losing You,Jim Reeves,Greatest Hits,N,3CRQJXjhNZiyvoNc3RIcwr,1989-09-21,31.0,1960-10-19,1960,1960-1964,11.0,40.0,87.834,139.733,9.0,1.0,0.528,0.121,-21.213,0.0345,0.91,0.00451,0.125,0.38,True,1989
Am I That Easy To Forget,Am I That Easy To Forget?,Debbie Reynolds,Am I That Easy To Forget?,N,0v05cmI3vQXZs8CHMCI2mn,1960-01-01,25.0,1960-01-13,1960,1960-1964,17.0,41.0,78.806,141.84,3.0,1.0,0.332,0.268,-14.41,0.0421,0.842,1.66e-06,0.321,0.32,True,1960
Ambrose (Part Five),Ambrose - Part Five,Linda Laurie,"Rock and Pop Oldies Mix, Vol. 1",N,5KaSSoojvyeVyIAFWa6Kus,2015-12-17,52.0,1959-01-21,1959,1955-1959,9.0,1.0,149.342,156.933,3.0,1.0,0.585,0.479,-6.641,0.136,0.95,2.13e-05,0.0739,0.447,True,2015
Among My Souvenirs,Among My Souvenirs,Connie Francis,The Ultimate Collection,N,6EkeTn530FSyUGdoC7ZpoL,2003-01-01,7.0,1959-11-18,1959,1955-1959,15.0,27.0,109.081,151.693,9.0,1.0,0.464,0.447,-6.15,0.0266,0.464,2.9e-05,0.165,0.466,True,2003
