title,artist,weeks,peak_rank,date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
"I Like It Like That, Part 1",Chris Kenner,13.0,5.0,1961-05-24,6hsspNfZrkcQC8UjMjqHAC,I Like It Like That - Part 1,I Like It Like That,0.0,N,2006-04-14,0.577,0.338,-18.545,0.194,0.816,0.0,0.327,0.593,10.0,1.0,143.008,134049.0
I Looked At Heaven,Tommy Edwards,1.0,100.0,1959-08-19,6VbkYvG6EgXOvqS9tylvK1,I Looked At Heaven,For Young Lovers,28.0,N,1959-01-06,0.574,0.337,-11.04,0.0385,0.851,0.0189,0.108,0.437,2.0,1.0,61.877,144707.0
I Love An Angel,Little Bill and The Bluenotes,6.0,66.0,1959-06-17,71keN33KR0rS5jwKi4JNLE,Angel Baby,The Unavailable 16 & The Original Nitty Gritty,54.0,N,1993-01-01,0.347,0.177,-15.365,0.0326,0.849,0.00231,0.113,0.444,0.0,1.0,196.501,227624.0
I Love The Way You Love,Marv Johnson,13.0,9.0,1960-03-02,5fKtOWJBrfgp0XNxbGs2rt,I Love The Way You Love,More Marvelous Marv Johnson,20.0,N,1960-10-01,0.716,0.83,-6.26,0.0893,0.389,0.0,0.205,0.882,9.0,1.0,134.718,159893.0
I Love You In The Same Old Way,Paul Anka,11.0,40.0,1960-07-27,5dOC0aI0j54SJKLZJTQsvH,I Love You In The Same Old Way,Put Your Head On My Shoulder: The Very Best Of Paul Anka,19.0,N,2000-10-03,0.535,0.47,-8.687,0.0391,0.469,0.0,0.532,0.772,7.0,1.0,131.227,146000.0
"I Loves You, Porgy",Nina Simone,15.0,18.0,1959-07-29,7lUJd9FTYbZgo4jU7qpAel,I Loves You Porgy,My Way,46.0,N,2007-07-23,0.459,0.0514,-23.267,0.0604,0.971,0.000539,0.11,0.178,4.0,1.0,57.524,251573.0
I Miss You So,Paul Anka,9.0,33.0,1959-03-25,5kdSFcCmBMa7q0WvO47c5x,I Miss You So - Remastered,Paul Anka Sings His Big 15 (Remastered),23.0,N,1959-01-02,0.371,0.403,-9.846,0.0321,0.73,0.0,0.292,0.52,0.0,1.0,116.561,143267.0
I Missed Me,Jim Reeves,6.0,44.0,1960-11-09,3PQI2l6gvk9tLmBMTp6BGH,I Missed Me,Distant Drums,12.0,N,1966,0.502,0.175,-17.916,0.028,0.803,0.00184,0.117,0.377,7.0,1.0,85.547,152880.0
I Must Be Dreaming,Nat King Cole,4.0,69.0,1959-05-20,628s8U1MWzAvh3UmqGI7fO,I Must Be Dreaming,Looking Back,6.0,N,1965-08-01,0.388,0.411,-13.138,0.0371,0.589,0.0,0.133,0.505,8.0,1.0,115.598,108427.0
I Need You Now,100 Strings and Jono (Choir of 40 Voices),1.0,98.0,1960-03-23,44q2DhInsQYJ8X1q2H1RNj,I Need You Now,I Need You Now,51.0,N,2002-01-01,0.339,0.273,-9.945,0.0309,0.729,0.0,0.152,0.304,5.0,0.0,96.804,251467.0
I Need Your Love Tonight,Elvis Presley With The Jordanaires,13.0,4.0,1959-03-25,1SoFz4D2PWB98avdJnt0XD,I Need Your Love Tonight - Live,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",30.0,N,1959-11-13,0.509,0.8,-8.695,0.0462,0.863,0.000166,0.475,0.966,7.0,1.0,180.595,124627.0
I Need Your Lovin',Roy Hamilton,5.0,62.0,1959-04-15,2wrbbG085HPCEarOEzsoOR,I Need Your Lovin',You Can Have Her,6.0,N,1960-04-01,0.764,0.461,-14.966,0.0488,0.718,0.0,0.326,0.971,8.0,1.0,128.114,142667.0
I Never Felt Like This,Jack Scott,4.0,78.0,1959-04-01,6GhfpKik0d8FaoFgonBQqO,I Never Felt Like This,Presenting Jack Scott,1.0,N,1958-12-17,0.491,0.472,-10.481,0.061,0.635,0.0,0.282,0.849,4.0,1.0,154.216,112080.0
I Never Knew,Clyde McPhatter,5.0,62.0,1961-07-19,2EA4FAs7NDXbADRlPQWP2y,I Never Knew,Lover Please/The Complete MGM & Mercury Singles,1.0,N,2010-01-01,0.62,0.525,-8.002,0.0417,0.727,8.82e-06,0.504,0.796,2.0,0.0,130.37,140747.0
I Only Have Eyes For You,The Flamingos,13.0,11.0,1959-05-27,3YdKJzcoMZMacISlpY4QoP,I Only Have Eyes for You,Flamingo Serenade,67.0,N,1959-08-11,0.552,0.313,-12.41,0.0296,0.916,0.0017,0.12,0.303,5.0,1.0,88.554,202773.0
I Pity The Fool,Bobby Bland,7.0,46.0,1961-02-15,4Nxid85fmQidPAY1ZD8Bo1,I'll Take Care Of You,"I Pity The Fool: The Duke Recordings, Vol. One",43.0,N,1992-12-22,0.554,0.193,-16.14,0.0469,0.695,0.0,0.103,0.366,5.0,0.0,92.993,136867.0
I Really Don't Want To Know,Tommy Edwards,13.0,18.0,1960-05-18,2IIWeMJGIrS0ld8tICXPWf,I Really Don't Want To Know,It’s All In The Game: The Best Of Tommy Edwards,23.0,N,1994-01-01,0.251,0.328,-11.197,0.0328,0.761,2.79e-06,0.359,0.365,10.0,1.0,99.104,138933.0
I Remember,Maurice Williams & The Zodiacs,3.0,86.0,1961-01-11,5wHxSi0qqm84StmOZuSQ5J,I Remember,The Best of Maurice Williams and the Zodiacs,2.0,Y,1993,0.534,0.605,-9.899,0.0389,0.842,0.000667,0.25,0.663,8.0,1.0,114.072,127467.0
I Shot Mr. Lee,The Bobbettes,8.0,52.0,1960-06-29,253qAom54xbJSNlq9pGzAC,I Shot Mr. Lee,Mr. Lee: The Best of the Bobbettes,5.0,N,2020-10-02,0.615,0.78,-8.141,0.0912,0.78,0.0,0.765,0.961,6.0,1.0,97.924,154773.0
I Still Get A Thrill (Thinking Of You),Joni James,7.0,51.0,1959-04-08,6UkMcAA19lTdjs22jtB7o2,Big Yellow Taxi,Ladies of the Canyon,63.0,N,1970-03-01,0.611,0.47,-9.135,0.0356,0.585,0.0,0.58,0.97,4.0,1.0,85.527,134800.0
I Still Get Jealous,Joni James,6.0,63.0,1959-07-08,5LAURvRCMyuUHeaRgLoTRc,I Still Get Jealous,Presenting Joni James,4.0,N,1953-12-17,0.528,0.49,-11.868,0.0546,0.84,1.67e-05,0.392,0.661,7.0,1.0,111.588,149653.0
I Talk To The Trees,Edmundo Ros and His Orchestra,4.0,77.0,1958-12-31,3ih5sVZXb3JKyMDugkoMQf,I Talk To The Trees,The World Of Edmundo Ros,2.0,N,2009-01-01,0.802,0.62,-9.484,0.043,0.624,0.838,0.185,0.969,10.0,1.0,118.566,148080.0
I Think I'm Gonna Kill Myself,Buddy Knox,6.0,55.0,1959-04-08,6gU8UvddG6pxssvZPwGdX4,I Think I'm Gonna Kill Myself,The Best Of Buddy Knox,24.0,N,2005-05-17,0.643,0.652,-9.453,0.0544,0.642,5.61e-06,0.082,0.895,9.0,1.0,151.658,125333.0
I Told Myself A Lie,Clyde McPhatter,5.0,70.0,1959-04-15,6nLTEE7AW97ECxq5WQxyXW,I Told Myself A Lie,Lover Please/The Complete MGM & Mercury Singles,29.0,N,2010-01-01,0.559,0.268,-10.607,0.0331,0.899,0.00337,0.443,0.665,3.0,1.0,108.143,126760.0
I Told You So,Jimmy Jones,3.0,85.0,1961-03-22,6z2j5dyaJ6Lo27irKh14CU,I Told you So,That's When I Cried,1.0,N,2020-09-04,0.619,0.603,-8.091,0.0273,0.294,1.74e-06,0.325,0.725,4.0,1.0,117.81,148467.0
I Waited Too Long,LaVern Baker,11.0,33.0,1959-04-15,5wCafJ848fEfg1l2iRp0I9,I Waited Too Long,Blues Ballads,10.0,N,2005-12-20,0.415,0.325,-9.618,0.0426,0.767,0.0,0.299,0.495,2.0,1.0,175.334,152653.0
I Wake Up Crying,Chuck Jackson,1.0,95.0,1961-07-19,140NWApB3xQDghc8OwFGFN,I Wake Up Crying,Super Hits,7.0,N,2019-08-14,0.497,0.364,-8.837,0.0273,0.668,0.0,0.109,0.48,0.0,1.0,75.215,137920.0
I Walk The Line,Jaye P. Morgan,6.0,66.0,1960-08-24,7hxZF4jETnE5Q75rKQnMjE,I Walk the Line,I Walk the Line (Original Soundtrack Recording),65.0,N,1970-11-11,0.713,0.258,-14.59,0.0384,0.877,0.00606,0.0967,0.56,9.0,1.0,98.805,176533.0
I Wanna Be Loved,Ricky Nelson,11.0,20.0,1959-11-25,35y4IWgzM8eAwRf2odUhBH,I Wanna Be Loved - Remastered 2005,Greatest Hits,11.0,N,2005-12-27,0.653,0.301,-11.743,0.0423,0.551,0.0,0.0783,0.567,11.0,0.0,111.608,165827.0
I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,7.0,48.0,1958-11-26,4VCyTdIsmqFg67MfegAavM,I Want to Be Happy Cha Cha,"Rock and Pop Oldies Mix, Vol. 1",0.0,N,2015-12-17,0.572,0.62,-14.875,0.0492,0.744,7.24e-06,0.0484,0.696,6.0,0.0,131.716,137347.0
I Want To Be Wanted,Brenda Lee,15.0,1.0,1960-09-07,03cB3gd91JsP3bCERC6Lmf,I Want To Be Wanted (Per Tutta La Vita),This Is...Brenda,34.0,N,1960-10-10,0.515,0.412,-6.322,0.0277,0.593,0.0,0.218,0.392,8.0,1.0,107.61,185960.0
I Want To Walk You Home,Fats Domino,13.0,8.0,1959-08-05,3ihBFPs9ZpIBl1a47dOtqF,I Want To Walk You Home,My Blue Heaven,36.0,N,1990-01-01,0.792,0.329,-14.964,0.0481,0.237,0.0,0.126,0.746,1.0,1.0,89.961,140533.0
I Was Such A Fool (To Fall In Love With You),The Flamingos,5.0,71.0,1960-01-20,6PgWAPileQr2WDJp3SRLfz,I Was Such a Fool (To Fall in Love with You),Requestfully Yours,12.0,N,1960-11-15,0.36,0.391,-12.613,0.0313,0.835,0.0,0.0847,0.224,10.0,1.0,99.076,170267.0
I Wish,The Platters,10.0,42.0,1958-09-10,74ZHF7tNTd2MN2pyJCyi35,I Wish,The Magic Touch: An Anthology,24.0,N,1991-01-01,0.553,0.205,-12.598,0.0378,0.874,0.0,0.109,0.616,5.0,0.0,77.662,162933.0
I Wish I'd Never Been Born,Patti Page,7.0,52.0,1960-09-28,0r5aPIQ3H9knqQT6qyW4Zy,Workin' On A Groovy Thing,Workin' On A Groovy Thing....The Best Of,42.0,N,2007-01-01,0.363,0.582,-6.698,0.0286,0.486,4.3e-06,0.457,0.894,7.0,1.0,101.681,191773.0
I Wonder Why,Dion & The Belmonts,2.0,47.0,1958-01-01,7vAw4LLIms6X8ZHcbtoazz,I Wonder Why,Presenting Dion And The Belmonts,57.0,N,1959-01-01,0.506,0.699,-3.834,0.0348,0.569,0.0,0.158,0.901,10.0,1.0,103.463,141387.0
I'll Be Satisfied,Jackie Wilson,12.0,20.0,1959-06-17,79kk3BS5nhll19cRYGxUrV,I'll Be Satisfied,So Much,27.0,N,1959,0.531,0.783,-6.449,0.043,0.586,0.0,0.311,0.935,0.0,1.0,132.103,130400.0
I'll Be Seeing You,Tommy Sands,6.0,51.0,1960-05-04,20yb9V6KxeRyc1vVxoIton,I'll Be Seeing You,Capitol Collector's Series,1.0,N,2011-01-01,0.172,0.309,-10.887,0.0298,0.845,0.000798,0.499,0.121,2.0,1.0,92.498,190667.0
I'll Be There,Bobby Darin,8.0,18.0,1961-06-28,16AaO3x5uTWBvrb3bqgQdZ,I'll Be There,Things & Other Things,21.0,N,1962,0.436,0.248,-17.738,0.035,0.863,0.0163,0.358,0.555,5.0,1.0,123.762,130893.0
I'll Get By (As Long As I Have You),Billy Williams,1.0,99.0,1958-01-01,5f1dWtvWmx1RMP6ynU5PIH,As Long As I've Got You,Stax-Volt: The Complete Singles 1959-1968,43.0,N,1991,0.574,0.304,-14.858,0.0284,0.667,0.00898,0.232,0.545,6.0,1.0,85.731,157613.0
I'll Just Have A Cup Of Coffee (Then I'll Go),Claude Gray,2.0,84.0,1961-04-05,2e5bGcdImJLfPu0TXxXAp9,I'll Just Have A Cup Of Coffee (Then I'll Go),Best Of The Best,23.0,N,2005,0.692,0.366,-16.514,0.0343,0.759,0.0925,0.364,0.699,10.0,1.0,112.996,131987.0
I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano,1.0,85.0,1958-09-03,0cbFre6QguzhyLoBqhxr1z,Whole Lotta Shakin' Going On - Remastered 2022,The Killer Keys Of Jerry Lee Lewis (Sun Records 70th / Remastered 2022),55.0,N,2022-09-23,0.353,0.77,-3.467,0.0324,0.757,0.000101,0.15,0.498,0.0,1.0,161.308,173453.0
I'll Never Be Free,Kay Starr,3.0,94.0,1961-06-14,0KnD456yC5JuweN932Ems3,I'll Never Be Free,Vintage Collections,14.0,Y,1997-01-01,0.697,0.182,-12.586,0.0357,0.78,0.0,0.126,0.474,7.0,1.0,82.184,158000.0
I'll Never Fall In Love Again,Johnnie Ray,6.0,75.0,1959-09-09,5hT1JA9udPZ3RlaR3ZUhuo,I'll Never Fall in Love Again,Yes Tonight,28.0,N,1957-05-26,0.467,0.676,-9.468,0.04,0.751,0.307,0.146,0.755,2.0,1.0,101.252,163724.0
I'll Never Smile Again,The Platters,4.0,34.0,1961-07-19,3q5sp47cS6OAebFsystUB7,I'll Never Smile Again,Remember When?,42.0,N,1959-01-01,0.184,0.176,-13.69,0.0338,0.972,0.022,0.366,0.201,5.0,1.0,70.27,174893.0
I'll Remember Tonight,Pat Boone,11.0,34.0,1958-10-22,4oUmIFmLr63KWNDcxBK7x3,I'll Remember Tonight,Pat Boone Sings,10.0,N,1958-12-01,0.311,0.184,-14.942,0.0368,0.901,9.73e-06,0.312,0.348,5.0,1.0,139.763,145547.0
I'll Sail My Ship Alone,Jerry Lee Lewis And His Pumping Piano,1.0,93.0,1959-01-14,0cbFre6QguzhyLoBqhxr1z,Whole Lotta Shakin' Going On - Remastered 2022,The Killer Keys Of Jerry Lee Lewis (Sun Records 70th / Remastered 2022),55.0,N,2022-09-23,0.353,0.77,-3.467,0.0324,0.757,0.000101,0.15,0.498,0.0,1.0,161.308,173453.0
I'll Save The Last Dance For You,Damita Jo,12.0,22.0,1960-10-19,0sBJrZ8Vf2QZmr4owALLcZ,I'll Save The Last Dance For You,I'll Save The Last Dance For You,30.0,N,1961-01-01,0.479,0.53,-11.736,0.0465,0.856,0.0,0.271,0.788,10.0,1.0,78.416,135267.0
I'll Take Care Of You,Bobby Bland,3.0,89.0,1960-01-20,4Nxid85fmQidPAY1ZD8Bo1,I'll Take Care Of You,"I Pity The Fool: The Duke Recordings, Vol. One",43.0,N,1992-12-22,0.554,0.193,-16.14,0.0469,0.695,0.0,0.103,0.366,5.0,0.0,92.993,136867.0
I'll Wait For You,Frankie Avalon,17.0,15.0,1958-10-08,7FznuAphcIxCkQb6w5UeHv,I'll Wait for You,Greatest Hits,7.0,N,1960-05-01,0.302,0.219,-11.645,0.0317,0.881,0.0,0.181,0.385,2.0,1.0,118.132,176067.0
I'll Walk The Line,Don Costa And His Orchestra And Chorus,6.0,59.0,1959-11-11,6uya0AiJA1Avd4DY2XFlVm,I Walk The Line - Single Version,With His Hot and Blue Guitar,68.0,Y,1957-01-01,0.862,0.484,-11.183,0.0421,0.798,0.00105,0.105,0.787,10.0,1.0,105.834,163046.0
I'm A Fool To Care,Oscar Black,12.0,24.0,1961-04-19,3cGAfUx9FYp4mt5IZgPHCq,What a Fool Anthems,What a Fool Anthems,43.0,N,2023-09-17,0.715,0.458,-16.506,0.104,0.00232,0.628,0.162,0.33,2.0,1.0,116.996,130873.0
I'm A Hog For You,The Coasters,8.0,38.0,1959-09-02,1t07x6nH1UB4jFPcuqyAhy,I'm a Hog for You - 2007 Remaster Stereo; Remastered,There's A Riot Goin' On: The Coasters On Atco,17.0,N,2007-12-07,0.618,0.65,-6.652,0.0402,0.553,0.0,0.0603,0.966,5.0,0.0,131.426,119693.0
I'm A Man,Fabian,10.0,31.0,1959-01-07,64pqVSHvS9QWcwPseDRMMw,Ya Tengo Mi Casa,Ya Tengo Mi Casa,26.0,Y,2021-07-23,0.849,0.786,-4.189,0.099,0.186,0.0,0.079,0.796,0.0,1.0,95.036,333000.0
I'm A Telling You,Jerry Butler,5.0,25.0,1961-07-19,55uH6L8jGvFaho0WL2dkRy,I'm A Telling You,I'm A Telling You,9.0,N,2024-02-23,0.645,0.263,-17.259,0.0499,0.73,0.0,0.115,0.562,7.0,0.0,131.084,142493.0
I'm Comin' On On Back To You,Jackie Wilson,6.0,19.0,1961-06-07,1Taar5sR4NFefr5wU3Tb9v,I'm Comin' On Back To You,The Definitive Jackie Wilson,18.0,N,2019-09-04,0.589,0.649,-7.793,0.115,0.717,1.37e-05,0.613,0.86,0.0,0.0,81.315,137932.0
I'm Coming Home,Marv Johnson,4.0,82.0,1959-07-08,5lXRN37xGV7qRYSKmszCFr,I'm Coming Home,Marvelous Marv Johnson,3.0,N,1960-01-01,0.591,0.746,-7.629,0.0383,0.766,1.46e-06,0.549,0.968,7.0,1.0,150.81,158400.0
I'm Gettin' Better,Jim Reeves,10.0,37.0,1960-06-15,4Ol9ItxfEA5qEZm1UwzLAk,I'm Gettin' Better,The Essential Jim Reeves,19.0,N,1995-07-31,0.476,0.144,-17.544,0.0306,0.861,0.00495,0.114,0.222,7.0,1.0,80.169,134676.0
I'm Gonna Be A Wheel Some Day,Fats Domino,13.0,17.0,1959-07-22,3P4aliQFnRu1cscT0iXsev,I'm Gonna Be A Wheel Some Day,Legends Of Rock n' Roll,21.0,N,1962-01-01,0.739,0.552,-11.184,0.054,0.375,0.0,0.207,0.905,5.0,1.0,112.182,124640.0
I'm Gonna Change Him,Cathy Carr,4.0,63.0,1959-06-03,4339KjMRnlrI8up0Pq8aaq,Change On Me,Cynthia (Deluxe Edition),45.0,N,1990-01,0.649,0.648,-12.679,0.0458,0.00187,0.0925,0.106,0.822,2.0,1.0,118.782,397000.0
I'm Gonna Get Married,Lloyd Price,14.0,3.0,1959-08-05,3ewKZmCc9WuIs31e37YGdi,I'm Gonna Get Married,Mr. Personality,36.0,N,1959-01-01,0.554,0.39,-12.746,0.035,0.789,0.0,0.643,0.649,7.0,1.0,119.699,140800.0
I'm Gonna Knock On Your Door,Eddie Hodges,10.0,17.0,1961-06-14,2bD6w4hLV94TkykV8vY2D8,I'm Gonna Knock on Your Door,Hit Singles - EP,28.0,N,2010-04-20,0.768,0.868,-6.75,0.0338,0.804,0.00481,0.0547,0.993,2.0,1.0,126.347,126267.0
I'm Gonna Move To The Outskirts Of Town,Ray Charles,2.0,84.0,1961-06-14,19qhYrBNov4aob2rOs5uwS,I'm Gonna Move to the Outskirts of Town,United We Swing: Best of the Jazz at Lincoln Center Galas,31.0,Y,2018-03-23,0.414,0.524,-6.759,0.0549,0.841,1.2e-06,0.678,0.512,5.0,0.0,174.832,226618.0
I'm Hurtin',Roy Orbison,8.0,27.0,1960-12-07,2OOOryxSSW2BHI11IHL3y4,I'm Hurtin',Sings Lonely and Blue,37.0,N,1961,0.542,0.642,-9.082,0.0294,0.622,0.0,0.349,0.904,7.0,1.0,131.546,162667.0
I'm In The Mood For Love,The Chimes,9.0,38.0,1961-03-22,73UNWjUVZUBoF097z9Jd7J,I'm in the Mood for Love,The Chimes Meet the Videls,16.0,N,1995-05-21,0.54,0.636,-8.099,0.0269,0.667,8.35e-05,0.183,0.814,1.0,1.0,68.195,149293.0
I'm Learning About Love,Brenda Lee,4.0,33.0,1961-01-25,5mUzm6MlECSOKosUHf42cj,I'm Learning About Love,Emotions,22.0,N,1961-04-03,0.754,0.538,-8.568,0.0826,0.353,0.00503,0.116,0.82,0.0,1.0,92.405,161493.0
I'm Movin' On,Ray Charles and his Orchestra,10.0,40.0,1959-11-04,33r2XtaXXcIx0yQepqsHfM,I'm Movin' On,The Genius Sings the Blues,28.0,N,1961,0.524,0.512,-9.838,0.0529,0.838,0.0,0.147,0.712,0.0,0.0,107.758,133467.0
I'm Never Gonna Tell,Jimmie Rodgers,11.0,36.0,1959-02-18,0p26ZNVxSELqHfntE5Uz1m,I'm Never Gonna Tell,I'm Falling In Love Again,17.0,N,2020-02-27,0.662,0.471,-11.578,0.048,0.73,2.03e-05,0.0709,0.968,7.0,1.0,209.272,112893.0
I'm Not Afraid,Ricky Nelson,8.0,27.0,1960-08-31,1sU1lBFXKG9TT5oU1UmTiE,I'm Not Afraid - Remastered,Greatest Love Songs,8.0,N,2008,0.459,0.24,-11.568,0.0297,0.86,0.0,0.11,0.348,0.0,1.0,115.973,158827.0
I'm Ready,Fats Domino,11.0,16.0,1959-05-06,7dr2Dg9cmVtFdSenJpGKmA,I'm Ready,Legends Of Rock n' Roll,39.0,N,1962-01-01,0.657,0.663,-10.676,0.0499,0.655,0.000398,0.136,0.967,0.0,1.0,172.205,125467.0
I'm Sorry,Brenda Lee,23.0,1.0,1960-05-25,4LJcNiq2pBb8OeqrGdBJQw,I'm Sorry,Brenda Lee,55.0,N,1960-08-01,0.558,0.223,-12.362,0.0299,0.868,0.000972,0.13,0.303,10.0,1.0,101.711,161547.0
I've Been Around,Fats Domino,9.0,33.0,1959-10-21,2wfunZeZQF6SDLjMg7yyJg,I've Been Around,The Complete Imperial Singles,9.0,N,2017-04-28,0.82,0.64,-4.579,0.032,0.134,0.000133,0.104,0.86,3.0,1.0,87.687,117574.0
I've Been Loved Before,Shirley and Lee,6.0,88.0,1960-06-22,48L7lzaZVdDcas1NbN2LpU,I've Been Loved Before,The Best of Rhythm and Blues,0.0,N,1965-05-24,0.606,0.466,-8.949,0.0261,0.729,0.0189,0.787,0.764,7.0,1.0,104.082,151541.0
I've Been There,Tommy Edwards,10.0,53.0,1959-08-05,3EPS1jCdlQAvbC8UI6cmVj,I've Been There,It’s All In The Game: The Best Of Tommy Edwards,22.0,N,1994-01-01,0.469,0.188,-12.671,0.0309,0.876,0.00669,0.122,0.203,10.0,0.0,111.417,155347.0
I've Come Of Age,Billy Storm,14.0,28.0,1959-04-08,6RSBBvhrP0KvkpaUSMPI11,Eye of the Storm (feat. Gabe Real),Fresh Start,59.0,Y,2015-08-28,0.482,0.726,-6.375,0.0486,0.197,0.0,0.464,0.558,9.0,1.0,83.007,331613.0
I've Got News For You,Ray Charles,5.0,66.0,1961-06-14,66SSY1rlScfQbNNCo3qTn3,I've Got News for You,True Genius,30.0,N,2021-09-10,0.357,0.334,-11.174,0.0574,0.801,0.00117,0.0802,0.47,3.0,1.0,72.515,272907.0
I've Got You Under My Skin,Louis Prima And Keely Smith,2.0,95.0,1959-02-18,2DlYJ5MGLpDGzYhF76LXtI,I've Got You Under My Skin,Capitol Collectors Series,22.0,Y,1991-01-01,0.581,0.308,-14.774,0.189,0.153,0.0,0.139,0.762,5.0,0.0,136.477,157333.0
I've Had It,The Bell Notes,16.0,6.0,1959-01-21,4kj6CdWwrpReAYZjX9Srxq,I've Had It,"Goldisc Records From The Vault, Vol. 3",17.0,N,2010-01-13,0.542,0.781,-12.592,0.109,0.816,0.0283,0.263,0.935,4.0,1.0,147.183,162560.0
I've Told Every Little Star,Linda Scott,14.0,3.0,1961-03-08,7bX2lFsG17VF8wiAjkyzIM,"I've Told Every Little Star [In the Style of ""Linda Scott""]",Linda Scott - I've Told Every Little Star (Reproduction),10.0,N,2011-05-10,0.633,0.709,-8.594,0.0261,0.493,0.0141,0.0991,0.922,3.0,1.0,119.933,129778.0
If,The Paragons,1.0,95.0,1961-07-12,499BW6iXOtlT6IV8nHqkrZ,Talking Love,Talking Love / If I Were You,10.0,N,2012,0.748,0.587,-6.858,0.0298,0.355,0.0,0.261,0.934,7.0,1.0,95.838,189206.0
If Dreams Came True,Pat Boone,10.0,12.0,1958-01-01,3bOkX6Yz6Pe4NByWzuJY6G,If Dreams Came True - Single Version,Pat Boone's Greatest Hits (Reissue),14.0,N,1993-01-01,0.31,0.122,-16.23,0.0344,0.878,0.000182,0.122,0.342,3.0,1.0,83.152,162307.0
If I Can't Have You,Etta & Harvey,12.0,52.0,1960-07-27,43KwTWxKSOxLokl6ILLWxd,If I Can't Have You,At Last!,40.0,Y,1960,0.475,0.668,-6.373,0.0426,0.702,1.43e-05,0.326,0.622,3.0,1.0,71.98,169600.0
If I Didn't Care,Connie Francis,11.0,22.0,1961-01-04,5PtRkZoNShkcE1yfy6q444,If I Didn't Care,Gold,30.0,N,2005-06-14,0.339,0.391,-9.855,0.036,0.797,1.52e-05,0.166,0.372,9.0,0.0,81.618,158373.0
If I Give My Heart To You,Kitty Kallen,12.0,34.0,1959-09-30,5Pk5NPWAKaVzmbrJ7pEJum,If I Give My Heart to You - Single Version,If I Give My Heart to You,25.0,N,1960,0.247,0.221,-15.103,0.0322,0.873,1.12e-06,0.192,0.397,7.0,1.0,99.563,166867.0
If I Had A Girl,Rod Lauren,10.0,31.0,1959-12-16,1J2MClcCun4LumVSx7sqzz,If I Had a Girl,One More Time: Rarely Heard Hits of the 60's,15.0,N,1960-04-30,0.383,0.408,-9.479,0.0326,0.682,0.000193,0.147,0.607,2.0,1.0,123.597,129280.0
If I Knew,Nat King Cole,2.0,86.0,1960-12-28,00Vwp9jQUs52JOnbbLaz5e,If I Knew,The Beautiful Ballads,2.0,N,1967-01-01,0.371,0.386,-9.238,0.0308,0.708,0.000467,0.0787,0.169,1.0,1.0,80.207,167693.0
If She Should Come To You (La Montana),Anthony Newley,5.0,67.0,1960-10-05,0tUDEj8ICTB3Szebds5xaV,If She Should Come to You (La Montana),That Noise! The Essential Anthony Newley,0.0,N,2020-09-07,0.371,0.594,-6.329,0.0333,0.527,0.00123,0.106,0.353,8.0,1.0,89.256,186018.0
If You Don't Want My Lovin',"Carl Dobkins, Jr.",3.0,67.0,1959-10-07,7igX2xdUhrghaHlnvHJEvb,If You Don't Want My Lovin',Presenting Carl Dobkins Jr.,2.0,N,1959-05-20,0.53,0.467,-8.227,0.0274,0.663,0.0,0.304,0.787,2.0,1.0,116.362,145160.0
If You Love Me,LaVern Baker,2.0,79.0,1959-08-12,6wSzp7jdrDUk9vJFIsdwKR,If You Love Me,Blues Ballads,9.0,N,2005-12-20,0.601,0.361,-8.173,0.025,0.859,8.4e-06,0.384,0.666,4.0,1.0,102.688,161213.0
If You Need Me,Fats Domino,1.0,98.0,1960-02-10,6i9vakbAAPjn7qEUv3BNos,If You Need Me - Version #2,They Call Me The Fat Man (The Legendary Imperial Recordings),4.0,N,2016-01-01,0.59,0.55,-10.709,0.0472,0.675,0.00347,0.169,0.716,8.0,1.0,115.633,126427.0
Igmoo (The Pride Of South Central High),Stonewall Jackson,2.0,95.0,1959-10-14,26J5htnkcAcjRoBxZp0fCL,Igmoo (The Pride of South Central High),The Essential Stonewall Jackson,3.0,N,2019-11-08,0.752,0.774,-8.782,0.0502,0.333,0.0,0.385,0.965,10.0,1.0,126.247,136893.0
Image Of A Girl,Safaris with The Phantom's Band,18.0,6.0,1960-06-01,1aE8HVgaRZGqFY6sF0utyR,A Letter To No One,The Phantom Five,43.0,N,2024-08-30,0.547,0.753,-6.46,0.0276,0.354,0.632,0.113,0.589,0.0,1.0,93.012,241693.0
In Between Tears,Lenny Miles,2.0,84.0,1961-05-03,15jedQZra2UBjZcd78gQu5,In Between Tears,Rare Soul Authentic Vinyl Editions,3.0,N,2013-09-01,0.703,0.556,-7.601,0.0326,0.756,0.0,0.0948,0.966,11.0,1.0,125.89,138053.0
In My Heart,The Timetones,5.0,51.0,1961-05-03,5RM03AbntpjHO3Kq98WKVE,In My Heart,Presenting The Timetones,26.0,N,1961-03-11,0.53,0.624,-8.008,0.0353,0.875,0.0,0.33,0.962,0.0,1.0,95.444,150212.0
In My Little Corner Of The World,Anita Bryant,14.0,10.0,1960-07-06,1NAvZNIUfC79QACBJ7qhK0,In My Little Corner of the World,On Rute 66,17.0,Y,2014-02-15,0.532,0.293,-11.052,0.0296,0.727,2.92e-06,0.143,0.422,9.0,0.0,113.421,150280.0
